Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate pass_Total,total duels won_Total,total mins played,total touches in opposition box_Total,total accurate long balls_Total,total aerial won_Total,total assists_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total effective clearance_Total,total goals_Total,total ontarget attempt_Total,total was fouled_Total,total won contest_Total,total interception_Total,total won tackle_Total,total big chances saved_Total,total accurate cross_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate pass_p90,total duels won_p90,total touches in opposition box_p90,total accurate long balls_p90,total aerial won_p90,total assists_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total effective clearance_p90,total goals_p90,total ontarget attempt_p90,total was fouled_p90,total won contest_p90,total interception_p90,total won tackle_p90,total big chances saved_p90,total accurate cross_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate pass_TotalPR,total duels won_TotalPR,total touches in opposition box_TotalPR,total accurate long balls_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total interception_TotalPR,total won tackle_TotalPR,total big chances saved_TotalPR,total accurate cross_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate pass_p90PR,total duels won_p90PR,total touches in opposition box_p90PR,total accurate long balls_p90PR,total aerial won_p90PR,total assists_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total effective clearance_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total was fouled_p90PR,total won contest_p90PR,total interception_p90PR,total won tackle_p90PR,total big chances saved_p90PR,total accurate cross_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Benfica,9ldqu49smv1xg2va0n2cy28zl,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,Clément Lenglet,31.0,Defender,France,Defender,269.0,250.0,519.0,24.0,575.0,11.0,51.0,16.0,0.0,6.0,6.0,5.0,1.0,1.0,0.0,0.0,23.0,1.0,2.0,4.0,0.0,6.0,4.0,0.0,0.0,92.84,68.92,0.0,0.0,33.33,50.0,57.14,80.0,0.7560550416376688,0.6971940453126138,1.0,21.0,0.4260575399999999,9.0,87.0,73.0,1.6483150000000006,339.0,42.10434782608695,39.130434782608695,81.23478260869565,3.7565217391304335,1.7217391304347824,7.982608695652173,2.5043478260869563,0.0,0.9391304347826086,0.9391304347826086,0.7826086956521738,0.1565217391304347,0.1565217391304347,0.0,0.0,3.6,0.1565217391304347,0.3130434782608695,0.6260869565217391,0.0,0.9391304347826086,0.6260869565217391,0.0,0.0,92.84,68.92,0.0,0.0,33.33,50.0,57.14,80.0,0.1183390499954612,0.1091260244837134,0.1565217391304347,3.28695652173913,0.0666872671304347,1.408695652173913,13.617391304347825,11.426086956521738,0.2579971304347827,53.06086956521739,CB,71,97,91,65,100,100,85,47,100,94,94,76,82,16,16,32,88,97,82,21,62,49,46,44,91,91,44,21,78,21,38,71,94,100,81,100,100,100,100,100,100,94,71,97,91,47,100,100,76,47,100,94,97,74,82,16,16,18,94,94,79,21,50,38,46,44,91,91,44,21,78,21,38,71,94,100,76,100,100,100,100,100,100,94,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,5f5e6wufz0x041bvqzor10k16,E. Barrenechea,Enzo Barrenechea,25.0,Midfielder,Argentina,Midfielder,68.0,134.0,202.0,17.0,254.0,4.0,10.0,5.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,4.0,3.0,0.0,0.0,90.58,62.5,0.0,0.0,0.0,65.38,62.5,37.5,0.145818573254511,0.2129699342268275,0.0,17.0,0.35347731,3.0,30.0,25.0,0.4072327299999999,107.0,24.09448818897637,47.48031496062992,71.5748031496063,6.0236220472440944,1.4173228346456692,3.543307086614173,1.7716535433070866,0.3543307086614173,1.062992125984252,0.3543307086614173,0.3543307086614173,0.0,0.0,0.3543307086614173,0.3543307086614173,0.7086614173228346,0.0,0.0,1.7716535433070866,0.0,1.4173228346456692,1.062992125984252,0.0,0.0,90.58,62.5,0.0,0.0,0.0,65.38,62.5,37.5,0.0516679983972676,0.0754617877181672,0.0,6.0236220472440944,0.1252478657480314,1.062992125984252,10.62992125984252,8.858267716535433,0.1442950618110235,37.91338582677165,DM/CM,36,88,71,42,71,68,57,85,54,17,56,12,24,17,17,18,43,24,52,11,36,31,50,33,88,57,33,11,24,95,70,8,43,55,13,98,95,67,83,88,55,69,67,98,95,79,90,83,86,90,69,24,71,12,24,21,21,26,43,24,79,11,57,48,50,33,88,57,33,11,24,95,70,8,52,69,13,100,100,86,100,98,90,93,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,5i2tc06romjqx7a7wlu1iye7e,S. Dahl,Samuel Dahl,23.0,Defender,Sweden,Defender,144.0,219.0,361.0,24.0,613.0,17.0,10.0,11.0,0.0,8.0,6.0,3.0,3.0,3.0,10.0,10.0,15.0,0.0,1.0,4.0,4.0,8.0,4.0,0.0,2.0,87.62,55.56,33.33,40.0,16.67,42.11,52.38,66.67,0.5117758307407443,0.6482845385950423,1.0,20.0,0.4497497200000001,14.0,41.0,41.0,1.1298074700000005,178.0,21.141924959216965,32.15334420880914,53.00163132137031,3.5236541598694946,2.495921696574225,1.468189233278956,1.6150081566068517,0.0,1.1745513866231647,0.8809135399673736,0.4404567699836868,0.4404567699836868,0.4404567699836868,1.468189233278956,1.468189233278956,2.202283849918434,0.0,0.1468189233278956,0.5872756933115824,0.5872756933115824,1.1745513866231647,0.5872756933115824,0.0,0.2936378466557912,87.62,55.56,33.33,40.0,16.67,42.11,52.38,66.67,0.0751383764545954,0.0951804379666456,0.1468189233278956,2.936378466557912,0.0660317696574225,2.0554649265905383,6.019575856443719,6.019575856443719,0.1658771163132137,26.13376835236542,LB/LCB,96,100,96,71,100,75,90,44,88,90,94,77,100,83,79,67,44,75,69,79,92,50,50,54,88,79,85,54,67,17,50,56,96,79,48,100,100,100,96,92,88,96,79,100,92,25,96,46,83,44,79,79,83,67,88,62,58,38,44,71,29,71,67,21,50,33,88,79,85,54,67,17,50,56,88,71,42,100,96,100,96,92,88,92,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,6pavdf2072176dag5nt8qni8k,G. Prestianni,Gianluca Prestianni,20.0,Attacker,Argentina,Striker,34.0,217.0,245.0,56.0,572.0,70.0,9.0,2.0,3.0,17.0,28.0,20.0,8.0,6.0,37.0,40.0,2.0,5.0,11.0,21.0,22.0,3.0,9.0,0.0,6.0,86.88,69.23,27.27,59.46,39.29,64.37,50.0,75.0,2.525077297036644,2.006159509467681,17.0,43.0,1.3985520399999998,18.0,21.0,37.0,2.553386170000001,123.0,5.34965034965035,34.14335664335665,38.548951048951054,8.811188811188812,11.013986013986017,1.4160839160839165,0.3146853146853147,0.472027972027972,2.674825174825175,4.405594405594406,3.146853146853147,1.2587412587412588,0.944055944055944,5.821678321678322,6.293706293706294,0.3146853146853147,0.7867132867132868,1.7307692307692308,3.3041958041958046,3.4615384615384617,0.472027972027972,1.4160839160839165,0.0,0.944055944055944,86.88,69.23,27.27,59.46,39.29,64.37,50.0,75.0,0.3973023719113601,0.3156544682728869,2.674825174825175,6.765734265734266,0.2200518944055944,2.8321678321678325,3.3041958041958046,5.821678321678322,0.4017565652097903,19.353146853146853,LW,76,100,100,100,100,94,62,85,100,100,100,97,100,94,97,44,100,100,100,100,62,94,53,85,100,88,74,76,53,100,71,76,100,100,100,100,100,100,100,100,100,100,35,94,88,94,94,76,35,76,94,100,100,82,94,94,94,29,100,100,88,100,53,82,53,71,100,88,74,76,53,100,71,76,94,94,100,94,94,100,100,100,100,100,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,Vangelis Pavlidis,27.0,Attacker,Greece,Striker,32.0,84.0,116.0,40.0,557.0,67.0,0.0,20.0,2.0,11.0,24.0,22.0,2.0,4.0,7.0,7.0,3.0,8.0,13.0,10.0,3.0,1.0,4.0,0.0,0.0,69.88,0.0,0.0,42.86,54.17,51.28,52.63,50.0,3.761308711682692,1.049110518875167,3.0,6.0,0.32724974,1.0,10.0,6.0,0.95351541,44.0,5.170556552962298,13.572710951526032,18.74326750448833,6.4631956912028725,10.82585278276481,0.0,3.2315978456014363,0.3231597845601436,1.77737881508079,3.8779174147217232,3.55475763016158,0.3231597845601436,0.6463195691202872,1.131059245960503,1.131059245960503,0.4847396768402154,1.2926391382405744,2.1005385996409336,1.615798922800718,0.4847396768402154,0.1615798922800718,0.6463195691202872,0.0,0.0,69.88,0.0,0.0,42.86,54.17,51.28,52.63,50.0,0.607751856465785,0.1695151646297397,0.4847396768402154,0.9694793536804308,0.0528769777378815,0.1615798922800718,1.615798922800718,0.9694793536804308,0.1540689172351885,7.10951526032316,ST,77,90,87,75,100,8,88,97,92,95,100,45,78,47,43,42,100,100,80,43,52,73,52,35,33,8,35,50,73,83,90,27,100,97,63,68,87,40,88,48,97,88,63,87,83,73,100,8,90,93,87,87,93,37,60,33,33,27,100,97,67,40,40,57,52,35,33,8,35,50,73,83,90,27,100,97,53,53,80,33,83,43,93,83,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,Alexander Bah,28.0,Defender,Denmark,Defender,61.0,135.0,194.0,20.0,369.0,10.0,9.0,1.0,1.0,5.0,6.0,5.0,1.0,1.0,4.0,6.0,7.0,1.0,3.0,12.0,2.0,7.0,3.0,0.0,2.0,87.39,50.0,33.33,50.0,50.0,64.52,20.0,60.0,0.7718987666561827,0.537593652137237,1.0,8.0,0.2127911999999999,8.0,19.0,27.0,0.90369397,74.0,14.878048780487806,32.926829268292686,47.31707317073171,4.878048780487806,2.439024390243903,2.1951219512195124,0.2439024390243902,0.2439024390243902,1.2195121951219514,1.4634146341463417,1.2195121951219514,0.2439024390243902,0.2439024390243902,0.9756097560975612,1.4634146341463417,1.707317073170732,0.2439024390243902,0.7317073170731708,2.926829268292684,0.4878048780487805,1.707317073170732,0.7317073170731708,0.0,0.4878048780487805,87.39,50.0,33.33,50.0,50.0,64.52,20.0,60.0,0.1882679918673616,0.1311204029603017,0.2439024390243902,1.951219512195122,0.0519002926829268,1.951219512195122,4.634146341463415,6.585365853658537,0.2204131634146341,18.04878048780488,RB/RCB,23,82,50,30,86,59,11,86,70,91,93,77,70,36,50,7,89,98,100,34,70,20,43,45,77,75,64,52,80,91,9,43,100,73,73,59,64,93,77,91,73,45,50,100,82,68,86,64,14,95,86,100,100,82,77,45,73,5,100,100,100,50,91,36,43,55,77,75,64,52,80,91,9,43,100,86,77,68,68,100,82,100,91,59,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,Tomás Lemos Araújo,24.0,Defender,Portugal,Defender,285.0,281.0,566.0,18.0,599.0,7.0,35.0,9.0,1.0,1.0,5.0,4.0,1.0,0.0,1.0,1.0,18.0,0.0,1.0,1.0,1.0,8.0,6.0,0.0,0.0,94.18,70.0,0.0,100.0,20.0,60.0,75.0,85.71,0.6093422653073272,0.0457938864409049,1.0,14.0,0.31329287,3.0,72.0,67.0,1.0401550599999996,404.0,42.82136894824708,42.220367278798,85.04173622704506,2.704507512520868,1.0517529215358932,5.258764607679465,1.352253756260434,0.1502504173622704,0.1502504173622704,0.7512520868113522,0.6010016694490817,0.1502504173622704,0.0,0.1502504173622704,0.1502504173622704,2.704507512520868,0.0,0.1502504173622704,0.1502504173622704,0.1502504173622704,1.2020033388981637,0.9015025041736228,0.0,0.0,94.18,70.0,0.0,100.0,20.0,60.0,75.0,85.71,0.0915539296788972,0.0068805505503863,0.1502504173622704,2.1035058430717863,0.0470723844741235,0.4507512520868113,10.818030050083472,10.06677796327212,0.1562837318864774,60.70116861435726,CB,88,100,100,35,85,91,49,97,46,88,88,76,38,46,46,15,40,75,19,56,74,82,46,44,100,100,44,85,65,54,87,82,91,50,81,91,97,88,97,97,94,100,74,100,97,21,82,91,38,100,44,85,85,71,38,41,41,9,40,74,12,50,62,62,46,44,100,100,44,85,65,54,87,82,91,50,74,91,97,88,97,97,91,97,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,31.0,Midfielder,Portugal,Midfielder,97.0,115.0,212.0,34.0,353.0,5.0,7.0,8.0,0.0,2.0,8.0,4.0,4.0,1.0,3.0,3.0,10.0,0.0,2.0,8.0,2.0,5.0,10.0,0.0,0.0,88.7,63.64,0.0,66.67,25.0,61.82,72.73,62.5,0.8121737296651523,0.18728247582237,2.0,9.0,0.1873354,4.0,31.0,20.0,0.4255213999999999,98.0,24.73087818696884,29.3201133144476,54.05099150141643,8.668555240793202,1.274787535410765,1.7847025495750708,2.039660056657224,0.0,0.509915014164306,2.039660056657224,1.019830028328612,1.019830028328612,0.254957507082153,0.764872521246459,0.764872521246459,2.54957507082153,0.0,0.509915014164306,2.039660056657224,0.509915014164306,1.274787535410765,2.54957507082153,0.0,0.0,88.7,63.64,0.0,66.67,25.0,61.82,72.73,62.5,0.2070697894330417,0.047749073155845,0.509915014164306,2.294617563739377,0.0477625665722379,1.019830028328612,7.903682719546743,5.09915014164306,0.1084898753541076,24.985835694050994,DM/CM,68,79,74,83,80,37,80,37,37,95,94,87,64,39,38,77,43,87,89,57,44,90,50,33,76,62,33,77,55,81,82,57,98,52,67,82,69,76,88,68,60,57,71,79,76,100,74,43,93,37,43,100,98,88,69,43,40,83,43,93,90,55,45,95,50,33,76,62,33,77,55,81,82,57,98,48,74,83,71,83,93,76,60,67,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,f2dutxek3uf0yi1ee32a3u2cq,H. Sudakov,Heorhiy Sudakov,24.0,Midfielder,Ukraine,Midfielder,25.0,111.0,127.0,18.0,326.0,18.0,3.0,3.0,0.0,11.0,11.0,7.0,4.0,7.0,11.0,11.0,0.0,0.0,2.0,4.0,7.0,0.0,1.0,0.0,9.0,86.39,50.0,45.0,63.64,18.18,50.0,60.0,25.0,0.973346860025555,1.2195409746590593,4.0,14.0,0.37948717,10.0,14.0,15.0,0.97747274,57.0,6.901840490797546,30.644171779141104,35.061349693251536,4.969325153374233,4.969325153374233,0.8282208588957055,0.8282208588957055,0.0,3.03680981595092,3.03680981595092,1.9325153374233128,1.1042944785276074,1.9325153374233128,3.03680981595092,3.03680981595092,0.0,0.0,0.5521472392638037,1.1042944785276074,1.9325153374233128,0.0,0.2760736196319018,0.0,2.4846625766871164,86.39,50.0,45.0,63.64,18.18,50.0,60.0,25.0,0.2687153908046011,0.336683091163544,1.1042944785276074,3.8650306748466257,0.1047663966257668,2.7607361963190185,3.8650306748466257,4.141104294478527,0.2698544374233129,15.736196319018404,CM/AM,11,78,57,39,80,44,63,31,93,83,85,70,94,65,61,7,26,54,22,78,9,11,52,94,78,44,85,78,26,70,94,7,78,93,80,78,85,98,67,61,100,61,15,96,85,67,100,48,74,31,93,93,96,81,100,85,78,7,26,63,37,89,9,7,52,96,78,44,85,78,26,70,94,7,89,96,93,93,96,96,85,78,100,89,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,f4p22zbcs9l5dwhvqg6wstmcq,A. Schjelderup,Andreas Schjelderup,22.0,Attacker,Norway,Striker,16.0,124.0,129.0,14.0,290.0,40.0,3.0,2.0,2.0,13.0,9.0,7.0,2.0,4.0,13.0,14.0,1.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,11.0,81.13,100.0,30.56,30.77,22.22,43.75,50.0,75.0,0.7136871039370429,1.3177907178313517,1.0,38.0,1.2892802799999998,7.0,4.0,14.0,1.172546890000001,50.0,4.965517241379311,38.48275862068965,40.03448275862069,4.344827586206897,12.413793103448276,0.9310344827586208,0.6206896551724138,0.6206896551724138,4.0344827586206895,2.793103448275862,2.1724137931034484,0.6206896551724138,1.2413793103448276,4.0344827586206895,4.344827586206897,0.3103448275862069,0.3103448275862069,0.6206896551724138,1.2413793103448276,1.2413793103448276,0.0,0.9310344827586208,0.0,3.413793103448276,81.13,100.0,30.56,30.77,22.22,43.75,50.0,75.0,0.2214891012218409,0.4089695331200746,0.3103448275862069,11.79310344827586,0.4001214662068965,2.1724137931034484,1.2413793103448276,4.344827586206897,0.3638938624137933,15.517241379310343,LW,24,88,82,21,94,47,62,74,94,59,71,32,91,68,74,21,74,38,18,47,12,50,53,100,76,100,82,41,26,41,71,76,59,94,12,94,94,85,29,82,94,82,29,100,100,35,100,53,65,100,100,82,88,41,100,71,76,24,71,41,24,59,12,65,53,100,76,100,82,41,26,41,71,76,76,100,12,100,100,94,47,94,94,94,Liga Portugal
Benfica,9ldqu49smv1xg2va0n2cy28zl,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,Leandro Barreiro,26.0,Midfielder,Luxembourg,Midfielder,55.0,100.0,155.0,29.0,486.0,21.0,2.0,10.0,1.0,4.0,8.0,6.0,2.0,1.0,3.0,4.0,6.0,2.0,5.0,9.0,3.0,2.0,6.0,0.0,0.0,82.89,50.0,0.0,100.0,62.5,52.73,58.82,75.0,0.9775241529309546,0.4618380342812029,4.0,6.0,0.18381515,2.0,12.0,13.0,0.3675629499999999,57.0,10.185185185185183,18.51851851851852,28.703703703703702,5.37037037037037,3.888888888888889,0.3703703703703703,1.851851851851852,0.1851851851851851,0.7407407407407407,1.4814814814814814,1.111111111111111,0.3703703703703703,0.1851851851851851,0.5555555555555555,0.7407407407407407,1.111111111111111,0.3703703703703703,0.9259259259259258,1.6666666666666663,0.5555555555555555,0.3703703703703703,1.111111111111111,0.0,0.0,82.89,50.0,0.0,100.0,62.5,52.73,58.82,75.0,0.1810229912835101,0.0855255619039264,0.7407407407407407,1.111111111111111,0.0340398425925925,0.3703703703703703,2.222222222222222,2.4074074074074074,0.0680672129629629,10.555555555555555,CM/AM,67,63,70,81,89,24,96,76,22,70,76,37,39,28,33,76,96,91,70,50,46,70,52,13,59,44,13,98,89,81,85,78,81,30,80,39,41,22,59,48,33,61,56,63,67,74,89,20,96,74,11,59,74,28,37,15,15,81,89,93,63,48,48,63,52,13,59,44,13,98,89,81,85,78,78,22,70,26,30,22,52,37,19,44,Liga Portugal
Sporting Braga,26t6lvlpql4w5wu1ih73qpy36,1wtikted5kmtz3bpu17enlvc9,Víctor Gómez,Víctor Gómez,26.0,Defender,Spain,Defender,75.0,141.0,212.0,17.0,495.0,8.0,5.0,4.0,0.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,11.0,0.0,0.0,4.0,2.0,6.0,3.0,0.0,4.0,80.3,27.78,16.67,50.0,0.0,47.22,50.0,42.86,0.3275492857487644,0.4632637763723089,1.0,11.0,0.28300381,7.0,7.0,10.0,0.6805544200000007,77.0,13.636363636363637,25.63636363636364,38.54545454545455,3.090909090909091,1.4545454545454546,0.9090909090909092,0.7272727272727273,0.0,0.7272727272727273,0.7272727272727273,0.5454545454545454,0.1818181818181818,0.1818181818181818,0.7272727272727273,0.7272727272727273,2.0,0.0,0.0,0.7272727272727273,0.3636363636363636,1.0909090909090908,0.5454545454545454,0.0,0.7272727272727273,80.3,27.78,16.67,50.0,0.0,47.22,50.0,42.86,0.0595544155906844,0.0842297775222379,0.1818181818181818,2.0,0.0514552381818181,1.2727272727272727,1.2727272727272727,1.818181818181818,0.1237371672727273,14.0,RB/RCB,36,95,64,20,73,27,48,39,55,68,73,77,70,36,32,20,39,23,57,34,55,20,43,77,32,18,34,52,23,27,48,9,59,64,73,80,77,82,25,23,59,50,41,86,55,9,68,27,45,39,59,64,68,77,73,27,27,14,39,23,55,36,64,9,43,73,32,18,34,52,23,27,48,9,64,64,68,73,64,77,23,23,59,55,Liga Portugal
Sporting Braga,26t6lvlpql4w5wu1ih73qpy36,1zf9egrh7cjofd7td62oc5tk9,Fran Navarro,Fran Navarro,28.0,Attacker,Spain,Striker,10.0,22.0,32.0,9.0,200.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,86.49,0.0,0.0,0.0,100.0,37.5,20.0,100.0,0.2189893369476403,0.0800968106695461,0.0,5.0,0.11032824,1.0,0.0,1.0,0.0316239799999999,6.0,4.5,9.9,14.4,4.05,1.7999999999999998,0.0,0.4499999999999999,0.0,0.4499999999999999,0.8999999999999999,0.8999999999999999,0.0,0.0,0.0,0.0,1.35,0.4499999999999999,0.8999999999999999,1.7999999999999998,0.0,0.0,1.7999999999999998,0.0,0.0,86.49,0.0,0.0,0.0,100.0,37.5,20.0,100.0,0.0985452016264381,0.0360435648012957,0.0,2.25,0.0496477079999999,0.4499999999999999,0.0,0.4499999999999999,0.0142307909999999,2.7,ST,15,17,13,10,10,8,10,28,12,7,13,8,15,3,3,42,30,17,22,12,18,73,52,35,97,8,35,12,100,40,15,87,10,13,5,57,47,40,8,13,13,8,47,57,60,40,10,8,20,28,27,10,20,8,15,3,3,93,57,50,80,12,18,100,52,35,97,8,35,12,100,40,15,87,17,27,5,90,77,60,8,20,23,27,Liga Portugal
Sporting Braga,26t6lvlpql4w5wu1ih73qpy36,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,Gabriel Silva Vieira,24.0,Attacker,Brazil,Striker,15.0,61.0,76.0,27.0,298.0,14.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,2.0,8.0,8.0,1.0,0.0,2.0,13.0,3.0,1.0,4.0,0.0,0.0,80.0,33.33,0.0,37.5,28.57,61.36,50.0,57.14,0.5601663534176476,0.2579362733515123,4.0,10.0,0.36690903,3.0,3.0,4.0,0.30888621,25.0,4.530201342281879,18.42281879194631,22.95302013422819,8.154362416107382,4.228187919463087,0.3020134228187919,1.2080536912751678,0.3020134228187919,0.906040268456376,2.114093959731544,1.2080536912751678,0.906040268456376,0.6040268456375839,2.416107382550336,2.416107382550336,0.3020134228187919,0.0,0.6040268456375839,3.926174496644296,0.906040268456376,0.3020134228187919,1.2080536912751678,0.0,0.0,80.0,33.33,0.0,37.5,28.57,61.36,50.0,57.14,0.1691777577435848,0.0779002167840137,1.2080536912751678,3.02013422818792,0.1108114520134228,0.906040268456376,0.906040268456376,1.2080536912751678,0.0932877815436241,7.550335570469799,LW,15,59,59,88,56,18,85,62,26,38,44,53,56,21,18,21,32,38,94,35,29,71,53,18,65,29,18,59,35,94,71,47,41,35,56,53,71,59,12,18,35,47,24,76,71,76,65,18,94,59,24,59,59,59,59,35,24,18,32,35,100,35,24,76,53,18,65,29,18,59,35,94,71,47,59,29,71,71,82,71,24,18,35,47,Liga Portugal
Sporting Braga,26t6lvlpql4w5wu1ih73qpy36,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,Mario Dorgeles,22.0,Midfielder,Côte d'Ivoire,Midfielder,33.0,97.0,127.0,6.0,254.0,8.0,1.0,1.0,0.0,10.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,90.07,100.0,37.5,50.0,0.0,40.0,50.0,50.0,0.1424386184506012,0.8446958281777643,1.0,10.0,0.28073969,8.0,5.0,10.0,0.3857112099999999,51.0,11.69291338582677,34.37007874015748,45.0,2.125984251968504,2.8346456692913384,0.3543307086614173,0.3543307086614173,0.0,3.543307086614173,0.7086614173228346,0.3543307086614173,0.3543307086614173,0.3543307086614173,0.7086614173228346,1.062992125984252,0.7086614173228346,0.0,0.0,0.7086614173228346,0.3543307086614173,0.3543307086614173,0.3543307086614173,0.0,1.062992125984252,90.07,100.0,37.5,50.0,0.0,40.0,50.0,50.0,0.0504703766163547,0.29930167140157,0.3543307086614173,3.543307086614173,0.0994746933070866,2.8346456692913384,1.7716535433070866,3.543307086614173,0.1366693263779527,18.07086614173228,CM/AM,22,59,57,4,33,9,20,31,80,15,26,20,39,15,22,39,26,11,9,22,26,11,52,57,96,98,78,56,11,26,80,26,7,67,22,59,67,80,26,33,44,48,78,100,100,7,63,11,37,31,96,26,33,22,57,19,30,59,26,11,7,33,43,11,52,72,96,98,78,56,11,26,80,26,22,93,30,89,93,100,33,56,67,96,Liga Portugal
