Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total goals_Total,total interception_Total,total mins played,total ontarget attempt_Total,total touches in opposition box_Total,total was fouled_Total,total won contest_Total,total won tackle_Total,total accurate cross_Total,total assists_Total,total big chances saved_Total,total direct setpiece goals_Total,total direct corner goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total goals_p90,total interception_p90,total ontarget attempt_p90,total touches in opposition box_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total accurate cross_p90,total assists_p90,total big chances saved_p90,total direct setpiece goals_p90,total direct corner goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total goals_TotalPR,total interception_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total accurate cross_TotalPR,total assists_TotalPR,total big chances saved_TotalPR,total direct setpiece goals_TotalPR,total direct corner goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total goals_p90PR,total interception_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total accurate cross_p90PR,total assists_p90PR,total big chances saved_p90PR,total direct setpiece goals_p90PR,total direct corner goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Arminia Bielefeld,bdlavlqj0dshxnepyfanzwu47,9aqzi05rzxjcberb53718z5xx,M. Mehlem,Marvin Mehlem,29,Midfielder,Germany,Midfielder,35.0,30.0,2.0,65.0,2.0,4.0,6.0,2.0,4.0,2.0,2.0,2.0,13.0,5.0,1.0,5.0,299.0,2.0,8.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,79.27,28.57,0.0,50.0,33.33,50.0,40.0,100.0,0.4836446326612794,0.3043821676677109,4.0,7.0,0.31486634,1.0,6.0,9.0,0.27796627,29.0,10.535117056856189,9.03010033444816,0.6020066889632106,19.565217391304348,0.6020066889632106,1.2040133779264213,1.806020066889632,0.6020066889632106,1.2040133779264213,0.6020066889632106,0.6020066889632106,0.6020066889632106,3.913043478260869,1.5050167224080266,0.3010033444816053,1.5050167224080266,0.6020066889632106,2.4080267558528425,1.2040133779264213,0.3010033444816053,1.806020066889632,0.0,0.0,0.0,0.0,0.0,79.27,28.57,0.0,50.0,33.33,50.0,40.0,100.0,0.1455786519716225,0.0916200504685417,1.2040133779264213,2.1070234113712374,0.0947758214046822,0.3010033444816053,1.806020066889632,2.709030100334448,0.0836687769230769,8.729096989966555,DM/CM,6,3,5,6,23,55,56,45,78,61,22,20,19,11,69,42,62,70,34,31,52,33,38,52,52,52,25,6,33,56,61,50,39,95,53,59,80,59,91,28,8,16,22,3,9,3,3,3,31,78,97,53,91,81,31,28,41,34,88,66,88,97,66,41,88,33,38,52,52,52,25,6,33,56,61,50,39,95,75,81,94,78,97,34,3,31,50,3,2. Bundesliga
Arminia Bielefeld,bdlavlqj0dshxnepyfanzwu47,ab38msf7g1zuovck24ng2453p,T. Handwerker,Tim Handwerker,28,Defender,Germany,Defender,39.0,45.0,7.0,77.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,6.0,2.0,0.0,5.0,252.0,0.0,5.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,72.64,36.84,23.33,33.33,0.0,40.0,0.0,25.0,0.150349269613858,0.4726036451772889,1.0,2.0,0.04013334,3.0,10.0,16.0,0.3568878399999999,43.0,13.928571428571429,16.071428571428573,2.5,27.5,0.3571428571428571,0.7142857142857143,0.7142857142857143,0.3571428571428571,0.3571428571428571,0.7142857142857143,1.0714285714285714,1.0714285714285714,2.142857142857143,0.7142857142857143,0.0,1.7857142857142858,0.0,1.7857142857142858,0.0,0.3571428571428571,0.3571428571428571,2.5,0.0,0.0,0.0,0.0,72.64,36.84,23.33,33.33,0.0,40.0,0.0,25.0,0.053696167719235,0.168787016134746,0.3571428571428571,0.7142857142857143,0.0143333357142857,1.0714285714285714,3.571428571428572,5.714285714285714,0.1274599428571428,15.357142857142858,LB/LCB,25,21,50,21,14,36,32,39,45,82,39,38,7,4,45,55,21,55,7,34,7,93,39,46,52,52,4,39,50,38,21,14,7,4,32,64,54,12,14,48,29,46,32,21,39,39,80,32,18,39,54,46,50,96,54,54,7,4,45,86,21,75,7,39,11,96,39,46,52,52,4,39,50,38,21,14,7,4,46,89,64,21,21,71,54,82,54,39,2. Bundesliga
Arminia Bielefeld,bdlavlqj0dshxnepyfanzwu47,av5y7xqlp9hw9cw0hupvsl4kq,S. Russo,Stefano Russo,26,Midfielder,Germany,Midfielder,132.0,108.0,20.0,240.0,9.0,4.0,7.0,4.0,3.0,2.0,3.0,3.0,27.0,28.0,0.0,10.0,525.0,2.0,8.0,6.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,83.04,55.56,0.0,33.33,28.57,42.19,39.13,81.82,0.531212840776105,0.2327355141475049,2.0,2.0,0.04347372,1.0,34.0,28.0,0.5351250199999997,130.0,22.62857142857143,18.51428571428572,3.428571428571429,41.142857142857146,1.542857142857143,0.6857142857142857,1.2,0.6857142857142857,0.5142857142857143,0.3428571428571428,0.5142857142857143,0.5142857142857143,4.628571428571429,4.8,0.0,1.7142857142857144,0.3428571428571428,1.3714285714285714,1.0285714285714287,0.1714285714285714,1.542857142857143,0.0,0.0,0.0,0.0,0.0,83.04,55.56,0.0,33.33,28.57,42.19,39.13,81.82,0.0910650584187608,0.0398975167110008,0.3428571428571428,0.3428571428571428,0.0074526377142857,0.1714285714285714,5.828571428571429,4.8,0.0917357177142856,22.28571428571429,DM/CM,88,75,91,78,73,55,72,73,61,61,34,31,61,100,25,89,62,70,62,31,89,33,38,52,52,52,31,58,33,33,45,16,34,80,56,44,55,16,12,28,94,92,78,78,78,56,84,66,69,44,47,69,53,50,25,22,47,100,25,88,59,56,53,19,78,33,38,52,52,52,31,58,33,33,45,16,34,80,50,38,50,12,9,25,94,91,62,78,2. Bundesliga
Arminia Bielefeld,bdlavlqj0dshxnepyfanzwu47,bs6f5ag1f47ropxefrybtaktl,M. Bauer,Maximilian Bauer,26,Defender,Germany,Defender,200.0,73.0,25.0,273.0,13.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,35.0,28.0,0.0,5.0,540.0,1.0,15.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,83.49,46.3,0.0,0.0,50.0,51.47,43.33,73.33,0.3729754530484732,0.3030096444502389,0.0,0.0,0.0,0.0,15.0,19.0,0.4289495899999997,165.0,33.333333333333336,12.166666666666666,4.166666666666667,45.5,2.1666666666666665,0.5,0.3333333333333333,0.3333333333333333,0.0,0.1666666666666666,0.0,0.0,5.833333333333333,4.666666666666667,0.0,0.8333333333333334,0.1666666666666666,2.5,1.1666666666666667,0.0,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,83.49,46.3,0.0,0.0,50.0,51.47,43.33,73.33,0.0621625755080788,0.0505016074083731,0.0,0.0,0.0,0.0,2.5,3.1666666666666665,0.0714915983333332,27.5,CB,69,48,95,69,69,75,36,56,30,75,19,19,95,56,41,36,58,97,83,30,98,47,42,44,52,52,25,41,47,30,77,41,22,72,72,94,30,9,9,23,42,67,53,62,53,28,89,41,53,64,28,45,30,67,19,19,86,41,41,14,39,91,77,30,97,47,42,44,52,52,25,41,47,30,77,41,22,72,66,91,30,9,9,23,33,42,22,44,2. Bundesliga
Arminia Bielefeld,bdlavlqj0dshxnepyfanzwu47,ei2ws86d1webny8zgrmyw7s6i,J. Rochelt,Jannik Rochelt,27,Midfielder,Germany,Midfielder,47.0,78.0,7.0,117.0,2.0,10.0,3.0,2.0,1.0,0.0,9.0,9.0,18.0,5.0,1.0,0.0,444.0,1.0,5.0,5.0,5.0,6.0,8.0,0.0,0.0,0.0,0.0,77.48,36.84,25.81,55.56,33.33,41.86,40.0,100.0,0.6236573166496494,1.0503639444597188,1.0,9.0,0.2199247,4.0,17.0,20.0,0.9418273,51.0,9.527027027027026,15.81081081081081,1.4189189189189189,23.71621621621621,0.4054054054054054,2.0270270270270268,0.6081081081081081,0.4054054054054054,0.2027027027027027,0.0,1.8243243243243243,1.8243243243243243,3.6486486486486487,1.0135135135135134,0.2027027027027027,0.0,0.2027027027027027,1.0135135135135134,1.0135135135135134,1.0135135135135134,1.2162162162162162,1.6216216216216215,0.0,0.0,0.0,0.0,77.48,36.84,25.81,55.56,33.33,41.86,40.0,100.0,0.1264170236451992,0.2129116103634565,0.2027027027027027,1.8243243243243243,0.044579331081081,0.8108108108108107,3.4459459459459456,4.0540540540540535,0.1909109391891892,10.337837837837837,LM/LCM,72,61,94,56,56,89,33,28,44,22,50,50,39,78,67,11,33,22,39,67,83,100,39,56,56,56,44,44,44,67,33,22,56,94,56,100,33,56,44,61,100,89,100,67,78,33,89,56,56,89,22,22,44,22,44,44,11,67,67,11,22,22,22,44,67,100,39,56,56,56,44,44,44,67,33,22,56,94,56,100,22,33,33,44,89,89,100,67,2. Bundesliga
Energie Cottbus,9oqny7is99a388pcuflckc9fa,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,Leonardo Bittencourt,32,Midfielder,Germany,Midfielder,97.0,182.0,13.0,273.0,3.0,10.0,7.0,3.0,4.0,2.0,4.0,4.0,28.0,6.0,0.0,8.0,432.0,0.0,11.0,12.0,3.0,5.0,6.0,2.0,0.0,0.0,0.0,81.98,37.14,54.55,75.0,0.0,52.83,60.0,50.0,0.5311199391849242,1.1459071382043746,2.0,26.0,0.5762360699999999,9.0,38.0,35.0,1.83848464,146.0,20.208333333333336,37.91666666666667,2.708333333333333,56.875,0.625,2.083333333333333,1.4583333333333337,0.625,0.8333333333333334,0.4166666666666667,0.8333333333333334,0.8333333333333334,5.833333333333334,1.25,0.0,1.6666666666666667,0.0,2.291666666666667,2.5,0.625,1.0416666666666667,1.25,0.4166666666666667,0.0,0.0,0.0,81.98,37.14,54.55,75.0,0.0,52.83,60.0,50.0,0.1106499873301925,0.238730653792578,0.4166666666666667,5.416666666666667,0.1200491812499999,1.875,7.916666666666667,7.291666666666667,0.3830176333333333,30.416666666666668,CM/AM,98,100,91,100,76,72,35,35,44,39,11,11,80,91,37,96,9,48,87,35,78,81,91,52,50,52,59,19,100,96,9,74,100,46,44,89,28,93,89,91,100,96,100,100,96,100,96,100,67,67,30,37,41,33,7,7,81,89,37,96,9,41,89,26,78,74,93,52,50,52,59,19,100,96,9,74,100,46,33,81,30,96,93,93,100,96,100,100,2. Bundesliga
Energie Cottbus,9oqny7is99a388pcuflckc9fa,2lcgxuccmasurysc8r1yi40lw,L. Erlein,Luca Erlein,19,Defender,Germany,Defender,129.0,124.0,17.0,252.0,3.0,3.0,3.0,2.0,1.0,0.0,5.0,5.0,16.0,24.0,1.0,5.0,495.0,1.0,5.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,83.44,38.64,25.0,40.0,33.33,48.48,42.86,66.67,0.2711355858850047,0.2011272907184109,1.0,12.0,0.24966521,7.0,19.0,28.0,0.40626966,147.0,23.454545454545453,22.545454545454547,3.090909090909091,45.81818181818182,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.3636363636363636,0.1818181818181818,0.0,0.9090909090909092,0.9090909090909092,2.909090909090909,4.363636363636363,0.1818181818181818,0.9090909090909092,0.1818181818181818,0.9090909090909092,0.3636363636363636,0.3636363636363636,1.0909090909090908,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,83.44,38.64,25.0,40.0,33.33,48.48,42.86,66.67,0.049297379251819,0.0365685983124383,0.1818181818181818,2.1818181818181817,0.0453936745454545,1.2727272727272727,3.4545454545454546,5.090909090909091,0.0738672109090909,26.727272727272727,CB,25,91,66,59,9,75,59,56,72,33,91,89,34,48,91,36,58,58,36,80,81,95,92,44,52,52,22,22,94,59,59,25,19,53,50,72,70,97,97,98,72,97,47,53,12,88,56,47,6,69,62,64,72,33,91,91,19,28,84,28,52,56,34,81,75,97,86,44,52,52,22,22,94,59,59,25,19,53,53,72,66,91,94,97,62,88,25,41,2. Bundesliga
Energie Cottbus,9oqny7is99a388pcuflckc9fa,42sjindqvk1d8vukuifebhdd5,M. Hannemann,Moritz Hannemann,28,Attacker,Germany,Striker,12.0,35.0,0.0,46.0,4.0,6.0,5.0,4.0,1.0,1.0,12.0,12.0,20.0,1.0,0.0,0.0,299.0,2.0,20.0,7.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,64.79,0.0,20.0,41.67,40.0,37.04,44.44,50.0,0.4889727040434556,0.4494417612740407,2.0,3.0,0.10545033,0.0,3.0,7.0,0.2805463399999999,22.0,3.612040133779264,10.535117056856189,0.0,13.846153846153843,1.2040133779264213,1.806020066889632,1.5050167224080266,1.2040133779264213,0.3010033444816053,0.3010033444816053,3.612040133779264,3.612040133779264,6.020066889632107,0.3010033444816053,0.0,0.0,0.6020066889632106,6.020066889632107,2.1070234113712374,1.5050167224080266,0.6020066889632106,0.3010033444816053,0.3010033444816053,0.0,0.0,0.0,64.79,0.0,20.0,41.67,40.0,37.04,44.44,50.0,0.1471824192772943,0.1352834732931895,0.6020066889632106,0.903010033444816,0.0317409020066889,0.0,0.903010033444816,2.1070234113712374,0.0844453866220735,6.622073578595318,RW,33,33,22,33,50,72,11,11,28,11,56,56,44,22,28,17,28,44,67,28,50,39,78,56,56,56,33,22,44,11,67,11,56,44,11,67,39,33,44,17,33,44,22,56,22,44,22,33,78,78,11,22,33,11,78,78,78,22,28,17,33,78,78,56,56,44,89,56,56,56,33,22,44,11,67,11,56,44,11,56,44,33,33,17,33,33,22,33,2. Bundesliga
Energie Cottbus,9oqny7is99a388pcuflckc9fa,4ajp37qriye173bbam9rtjmne,H. Rorig,Henry Rorig,26,Defender,Germany,Defender,64.0,88.0,14.0,150.0,9.0,2.0,10.0,4.0,6.0,3.0,5.0,5.0,16.0,14.0,0.0,6.0,480.0,1.0,7.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,79.37,53.85,10.53,20.0,10.0,43.24,60.0,50.0,0.6558241939320585,0.1482342575398565,5.0,3.0,0.06725466,1.0,16.0,15.0,0.38863504,59.0,12.0,16.5,2.625,28.125,1.6875,0.375,1.875,0.75,1.125,0.5625,0.9375,0.9375,3.0,2.625,0.0,1.125,0.1875,1.3125,0.375,0.1875,0.375,0.375,0.0,0.375,0.0,0.0,79.37,53.85,10.53,20.0,10.0,43.24,60.0,50.0,0.1229670363622609,0.027793923288723,0.9375,0.5625,0.0126102487499999,0.1875,3.0,2.8125,0.07286907,11.0625,RB/RCB,44,73,92,62,85,33,100,90,98,96,63,62,44,62,42,73,58,67,29,31,17,62,38,100,52,52,50,77,50,21,42,19,73,23,96,38,96,40,46,33,58,44,31,42,31,54,81,42,81,35,96,92,96,96,46,42,19,42,42,69,58,62,23,38,15,62,38,100,52,52,50,77,50,21,42,19,73,23,100,35,92,46,46,31,48,31,23,23,2. Bundesliga
Energie Cottbus,9oqny7is99a388pcuflckc9fa,57fmc5cx71td15f6y12b8d3bo,L. Michelbrink,Lukas Michelbrink,21,Midfielder,Lithuania,Midfielder,89.0,102.0,9.0,191.0,1.0,6.0,7.0,4.0,3.0,2.0,3.0,3.0,14.0,10.0,1.0,6.0,506.0,3.0,9.0,3.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,86.04,42.86,0.0,33.33,42.86,36.84,14.29,77.78,0.5873305367737739,0.3421530967577457,2.0,13.0,0.28398463,3.0,23.0,17.0,0.4484777299999999,91.0,15.8300395256917,18.14229249011857,1.6007905138339922,33.97233201581028,0.1778656126482213,1.067193675889328,1.2450592885375495,0.7114624505928854,0.5335968379446641,0.3557312252964427,0.5335968379446641,0.5335968379446641,2.490118577075099,1.7786561264822136,0.1778656126482213,1.067193675889328,0.5335968379446641,1.6007905138339922,0.5335968379446641,0.1778656126482213,1.2450592885375495,0.0,0.1778656126482213,0.0,0.0,0.0,86.04,42.86,0.0,33.33,42.86,36.84,14.29,77.78,0.1044659057502759,0.0608572701743026,0.3557312252964427,2.312252964426877,0.0505111001976284,0.5335968379446641,4.090909090909091,3.023715415019763,0.0797687662055335,16.185770750988144,DM/CM,42,72,50,59,9,77,72,73,61,61,34,31,22,59,69,55,88,81,23,31,75,33,83,52,52,52,69,34,33,33,77,9,9,75,69,72,55,89,84,69,70,50,53,56,38,50,47,44,6,69,56,72,59,53,28,25,12,41,62,44,81,72,19,25,62,33,81,52,52,52,69,34,33,33,77,9,9,75,59,59,53,84,75,53,69,41,44,31,2. Bundesliga
Energie Cottbus,9oqny7is99a388pcuflckc9fa,5revw8iy1mhgi4jbb5nae2ind,C. Kinsombi,Christian Kinsombi,27,Midfielder,Germany,Midfielder,9.0,37.0,1.0,45.0,0.0,4.0,5.0,5.0,0.0,2.0,12.0,13.0,10.0,1.0,0.0,2.0,202.0,1.0,14.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,90.0,100.0,100.0,33.33,20.0,35.71,0.0,0.0,0.3433479740442559,0.3453424588855622,1.0,7.0,0.22186476,4.0,2.0,2.0,0.4097326599999999,17.0,4.00990099009901,16.485148514851485,0.4455445544554455,20.04950495049505,0.0,1.7821782178217822,2.227722772277228,2.227722772277228,0.0,0.8910891089108911,5.346534653465347,5.792079207920792,4.455445544554456,0.4455445544554455,0.0,0.8910891089108911,0.4455445544554455,6.237623762376238,1.7821782178217822,1.7821782178217822,0.0,0.4455445544554455,0.4455445544554455,0.0,0.0,0.0,90.0,100.0,100.0,33.33,20.0,35.71,0.0,0.0,0.1529768201187278,0.1538654519787158,0.4455445544554455,3.118811881188119,0.0988506356435643,1.7821782178217822,0.8910891089108911,0.8910891089108911,0.1825541554455445,7.574257425742574,LM/LCM,11,17,17,11,22,28,44,56,17,56,67,67,11,28,28,72,33,44,17,56,11,28,83,56,56,56,89,100,100,28,22,11,22,11,33,33,33,39,56,61,11,11,22,11,22,44,22,33,22,67,67,78,17,89,100,89,44,33,28,89,44,89,78,67,11,56,100,56,56,56,89,100,100,28,22,11,22,11,67,78,44,78,78,89,11,11,89,22,2. Bundesliga
Energie Cottbus,9oqny7is99a388pcuflckc9fa,5zlfbrphymfs7ixs6z26i2lsl,T. Ciğerci,Tolcay Cigerci,31,Midfielder,Türkiye,Midfielder,44.0,126.0,12.0,162.0,1.0,18.0,22.0,7.0,15.0,9.0,12.0,12.0,18.0,3.0,4.0,2.0,472.0,7.0,18.0,8.0,6.0,0.0,8.0,1.0,0.0,1.0,0.0,81.41,80.0,29.63,50.0,31.82,38.3,25.0,0.0,1.2422518815943375,1.691145316936818,7.0,27.0,0.7427341199999998,7.0,15.0,31.0,0.64297524,74.0,8.389830508474576,24.02542372881356,2.288135593220339,30.88983050847457,0.1906779661016949,3.4322033898305087,4.194915254237288,1.3347457627118644,2.860169491525424,1.7161016949152543,2.288135593220339,2.288135593220339,3.4322033898305087,0.5720338983050848,0.7627118644067796,0.3813559322033898,1.3347457627118644,3.4322033898305087,1.5254237288135593,1.1440677966101696,0.0,1.5254237288135593,0.1906779661016949,0.0,0.1906779661016949,0.0,81.41,80.0,29.63,50.0,31.82,38.3,25.0,0.0,0.2368700621684118,0.3224641494159186,1.3347457627118644,5.148305084745763,0.1416230313559321,1.3347457627118644,2.860169491525424,5.911016949152542,0.1226012110169491,14.110169491525424,CM/AM,57,70,85,63,41,96,96,78,98,100,70,70,43,63,96,31,89,83,69,69,9,91,61,52,100,52,48,81,65,59,48,22,50,9,89,96,89,96,96,80,50,87,56,59,44,67,85,52,37,93,93,74,100,93,59,56,26,59,96,19,89,74,56,63,9,81,52,52,100,52,48,81,65,59,48,22,50,9,74,93,74,93,96,67,33,78,44,48,2. Bundesliga
Energie Cottbus,9oqny7is99a388pcuflckc9fa,7b9473p0ben0elquj3wjq7q50,F. Doumbia,Fousseny Doumbia,21,Defender,Mali,Defender,88.0,56.0,4.0,144.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,8.0,12.0,0.0,5.0,216.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86.75,36.36,0.0,0.0,0.0,33.33,57.14,100.0,0.2571410642039992,0.0819432593274653,1.0,6.0,0.13433001,4.0,11.0,8.0,0.2151557899999999,76.0,36.66666666666667,23.333333333333336,1.6666666666666667,60.0,1.6666666666666667,0.4166666666666667,1.25,0.8333333333333334,0.4166666666666667,0.4166666666666667,0.8333333333333334,0.8333333333333334,3.333333333333333,5.0,0.0,2.083333333333333,0.0,0.8333333333333334,1.25,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,86.75,36.36,0.0,0.0,0.0,33.33,57.14,100.0,0.1071421100849996,0.0341430247197772,0.4166666666666667,2.5,0.0559708375,1.6666666666666667,4.583333333333334,3.333333333333333,0.0896482458333332,31.666666666666668,LB/LCB,61,30,23,55,55,20,57,57,45,57,25,25,11,48,45,55,21,20,39,12,7,11,39,46,52,52,79,36,11,12,21,7,64,98,50,14,54,54,46,70,39,18,11,50,96,86,50,96,82,25,82,93,61,75,41,34,18,89,45,89,21,39,66,12,18,11,39,46,52,52,79,36,11,12,21,7,64,98,79,21,71,82,75,93,82,36,25,93,2. Bundesliga
Energie Cottbus,9oqny7is99a388pcuflckc9fa,a1eb9qftpii46ao5c84vbzvqi,J. Butler,Justin Butler,25,Attacker,USA,Striker,11.0,40.0,2.0,50.0,3.0,3.0,9.0,6.0,3.0,2.0,17.0,17.0,20.0,4.0,3.0,0.0,321.0,5.0,11.0,4.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,76.92,66.67,7.69,47.06,55.56,40.0,50.0,40.0,0.8247869288941562,0.1901385776913735,2.0,7.0,0.21329262,2.0,0.0,2.0,0.13125602,11.0,3.08411214953271,11.214953271028037,0.5607476635514018,14.018691588785046,0.8411214953271028,0.8411214953271028,2.5233644859813085,1.6822429906542056,0.8411214953271028,0.5607476635514018,4.766355140186915,4.766355140186915,5.607476635514018,1.1214953271028036,0.8411214953271028,0.0,1.4018691588785046,3.08411214953271,1.1214953271028036,2.242990654205608,0.5607476635514018,0.2803738317757009,0.2803738317757009,0.0,0.0,0.0,76.92,66.67,7.69,47.06,55.56,40.0,50.0,40.0,0.2312486716525671,0.0533098815957121,0.5607476635514018,1.9626168224299063,0.0598016691588784,0.5607476635514018,0.0,0.5607476635514018,0.036800753271028,3.08411214953271,LW,17,25,25,17,42,12,50,50,54,46,62,58,50,79,75,12,58,17,42,62,33,42,58,50,50,50,33,79,33,62,88,50,71,25,67,17,25,25,25,21,8,12,17,8,8,25,33,8,67,8,75,67,92,67,83,83,83,83,92,12,92,25,58,67,25,50,67,50,50,50,33,79,33,62,88,50,71,25,83,17,25,33,25,17,8,8,17,8,2. Bundesliga
Energie Cottbus,9oqny7is99a388pcuflckc9fa,c6fcafjqn8xth1r5a47vt0c2c,K. Manu,King Manu,22,Defender,Germany,Defender,139.0,123.0,16.0,262.0,14.0,2.0,6.0,6.0,0.0,0.0,3.0,3.0,31.0,17.0,1.0,5.0,450.0,2.0,8.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,90.97,64.0,0.0,66.67,33.33,70.45,82.35,75.0,0.6731119262981577,0.1026225909338122,1.0,13.0,0.27743582,7.0,33.0,34.0,0.5466833799999999,191.0,27.8,24.6,3.2,52.4,2.8,0.4,1.2,1.2,0.0,0.0,0.6,0.6,6.2,3.4,0.2,1.0,0.4,1.6,1.4,0.4,1.2,0.0,0.0,0.0,0.0,0.0,90.97,64.0,0.0,66.67,33.33,70.45,82.35,75.0,0.1346223852596315,0.0205245181867624,0.2,2.6,0.055487164,1.4,6.6,6.8,0.109336676,38.2,CB,30,88,58,62,75,55,89,92,30,33,81,78,83,28,91,36,86,80,83,80,81,47,42,44,52,52,75,81,47,72,59,100,100,77,88,53,70,100,100,98,97,100,78,78,28,94,64,59,84,52,84,88,30,33,78,75,94,19,88,36,88,75,91,84,78,47,42,44,52,52,75,81,47,72,59,100,100,77,84,47,69,97,100,100,97,100,81,75,2. Bundesliga
