Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate cross_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total att assist_Total,total contest_Total,total dribbles attempted_Total,total duels won_Total,total effective clearance_Total,total interception_Total,total mins played,total was fouled_Total,total won contest_Total,total won tackle_Total,total aerial won_Total,total assists_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total goals_Total,total ontarget attempt_Total,total touches in opposition box_Total,total big chances saved_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate cross_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total att assist_p90,total contest_p90,total dribbles attempted_p90,total duels won_p90,total effective clearance_p90,total interception_p90,total was fouled_p90,total won contest_p90,total won tackle_p90,total aerial won_p90,total assists_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total goals_p90,total ontarget attempt_p90,total touches in opposition box_p90,total big chances saved_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate cross_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total att assist_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total interception_TotalPR,total was fouled_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total aerial won_TotalPR,total assists_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total goals_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total big chances saved_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate cross_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total att assist_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total duels won_p90PR,total effective clearance_p90PR,total interception_p90PR,total was fouled_p90PR,total won contest_p90PR,total won tackle_p90PR,total aerial won_p90PR,total assists_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total goals_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total big chances saved_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Monza,67z1gqyiuzpmmb15q5fy7ntc4,chjjcy789cuwlsik2ibmubtyi,A. Carboni,Andrea Carboni,25,Defender,Italy,Defender,62.0,1.0,59.0,10.0,120.0,2.0,0.0,0.0,12.0,7.0,3.0,261.0,0.0,0.0,1.0,10.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,82.19,55.56,25.0,0.0,33.33,44.44,50.0,50.0,0.435713196684999,0.2787047758694735,0.0,2.0,0.0535479299999999,4.0,10.0,15.0,0.3702046099999999,66.0,21.379310344827587,0.3448275862068966,20.344827586206897,3.4482758620689657,41.37931034482759,0.6896551724137931,0.0,0.0,4.137931034482759,2.413793103448276,1.0344827586206895,0.0,0.0,0.3448275862068966,3.4482758620689657,0.0,1.0344827586206895,1.0344827586206895,0.0,0.0,0.0,0.3448275862068966,1.7241379310344829,0.0,82.19,55.56,25.0,0.0,33.33,44.44,50.0,50.0,0.1502459298913789,0.0961050951274046,0.0,0.6896551724137931,0.0184648034482758,1.3793103448275863,3.4482758620689657,5.172413793103448,0.1276567620689654,22.75862068965517,LB/LCB,64,45,71,90,62,43,12,12,62,40,64,24,26,21,100,38,67,86,24,38,43,60,64,48,29,69,57,26,62,21,55,48,86,67,36,55,57,95,86,90,76,90,67,43,76,90,52,38,12,12,62,38,67,24,26,19,100,38,71,90,24,38,43,62,71,48,29,69,57,26,62,21,55,48,90,71,36,57,57,90,86,90,71,95,Serie A
Monza,67z1gqyiuzpmmb15q5fy7ntc4,dnoda2j8vhyppw1gt0s6x2044,E. Kouadio,Eddy Kouadio,20,Defender,Italy,Defender,64.0,0.0,31.0,3.0,95.0,2.0,0.0,0.0,5.0,7.0,11.0,261.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,86.36,25.0,0.0,0.0,100.0,55.56,66.67,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.06896551724138,0.0,10.689655172413794,1.0344827586206895,32.758620689655174,0.6896551724137931,0.0,0.0,1.7241379310344829,2.413793103448276,3.793103448275862,0.0,0.0,0.6896551724137931,0.6896551724137931,0.0,0.3448275862068966,0.3448275862068966,0.0,0.0,0.0,0.3448275862068966,0.6896551724137931,0.0,86.36,25.0,0.0,0.0,100.0,55.56,66.67,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,36,38,27,27,28,64,24,24,8,24,96,12,31,23,20,41,32,39,45,43,46,77,35,49,19,11,38,31,95,49,70,47,26,24,43,31,31,31,22,22,22,22,32,38,30,27,22,62,24,24,8,22,95,12,31,22,14,41,36,42,45,43,46,73,35,49,19,11,38,31,95,49,70,47,26,24,43,31,31,31,22,22,22,22,Serie A
Monza,67z1gqyiuzpmmb15q5fy7ntc4,duqiler25n63ksi0fxreo50mi,A. Colpani,Andrea Colpani,27,Midfielder,Italy,Midfielder,14.0,5.0,26.0,0.0,35.0,5.0,3.0,3.0,3.0,2.0,2.0,190.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,81.4,0.0,62.5,33.33,66.67,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.631578947368421,2.3684210526315788,12.31578947368421,0.0,16.57894736842105,2.3684210526315788,1.4210526315789471,1.4210526315789471,1.4210526315789471,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.4736842105263157,0.0,0.0,0.0,1.4210526315789471,1.4210526315789471,0.0,0.0,0.4736842105263157,0.9473684210526316,1.4210526315789471,0.0,81.4,0.0,62.5,33.33,66.67,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RM/RCM,11,89,11,11,11,33,22,22,11,39,78,56,22,17,11,39,22,39,17,17,83,67,22,56,33,11,100,39,89,33,17,17,33,33,39,33,33,33,33,33,33,33,11,89,11,11,11,56,44,44,11,44,100,56,33,17,11,39,44,56,17,17,78,78,33,56,33,11,100,39,89,33,17,17,33,33,39,33,33,33,33,33,33,33,Serie A
Monza,67z1gqyiuzpmmb15q5fy7ntc4,eqb9vu09rjjofy9iksko10qac,L. Lucchesi,Lorenzo Lucchesi,23,Defender,Italy,Defender,76.0,0.0,21.0,5.0,97.0,0.0,0.0,0.0,9.0,13.0,8.0,239.0,2.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,94.17,71.43,0.0,0.0,50.0,37.5,40.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.619246861924687,0.0,7.907949790794979,1.882845188284519,36.52719665271967,0.0,0.0,0.0,3.389121338912134,4.895397489539749,3.0125523012552304,0.7531380753138076,0.0,0.3765690376569038,1.5062761506276152,0.0,0.7531380753138076,0.7531380753138076,0.0,0.0,0.0,0.3765690376569038,0.7531380753138076,0.0,94.17,71.43,0.0,0.0,50.0,37.5,40.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,51,38,16,53,32,11,24,24,23,58,89,59,31,9,54,41,65,70,45,43,46,77,35,49,76,91,38,31,76,12,20,9,26,24,43,31,31,31,22,22,22,22,43,38,5,57,27,11,24,24,30,59,92,62,31,14,59,41,70,78,45,43,46,86,43,49,76,91,38,31,76,12,20,9,26,24,43,31,31,31,22,22,22,22,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,1fkntyd2z8e169yh98k0zst90,F. Mastantuono,Franco Mastantuono,19,Attacker,Argentina,Striker,14.0,2.0,54.0,0.0,66.0,6.0,15.0,16.0,17.0,0.0,2.0,287.0,8.0,6.0,1.0,1.0,0.0,18.0,12.0,6.0,4.0,3.0,7.0,28.0,0.0,79.52,0.0,22.22,40.0,38.89,34.0,10.0,50.0,1.8356175469709408,0.5242749946838893,7.0,12.0,0.3354733,6.0,4.0,8.0,0.3325671399999999,29.0,4.390243902439024,0.627177700348432,16.933797909407666,0.0,20.696864111498257,1.881533101045296,4.70383275261324,5.017421602787456,5.331010452961672,0.0,0.627177700348432,2.508710801393728,1.881533101045296,0.313588850174216,0.313588850174216,0.0,5.644599303135888,3.763066202090592,1.881533101045296,1.254355400696864,0.940766550522648,2.195121951219512,8.780487804878048,0.0,79.52,0.0,22.22,40.0,38.89,34.0,10.0,50.0,0.5756291959142322,0.164406792758014,2.195121951219512,3.763066202090592,0.1052006864111498,1.881533101045296,1.254355400696864,2.508710801393728,0.1042893470383274,9.094076655052264,RW,25,38,50,19,50,62,100,100,81,19,81,100,88,44,44,38,100,100,100,100,100,100,100,56,25,19,38,38,38,25,38,56,100,75,100,75,75,94,69,75,75,81,12,38,25,19,12,38,88,88,75,19,75,100,88,25,25,38,100,100,100,100,100,100,100,56,25,19,38,38,38,25,38,56,100,75,100,75,75,88,62,75,75,75,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,1kk5928mkxm2coxeic26dorh0,Viery,Viery Fernandes Santos Lopes,21,Defender,Brazil,Defender,32.0,0.0,35.0,4.0,67.0,0.0,1.0,1.0,10.0,11.0,3.0,209.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.71,40.0,0.0,0.0,0.0,58.82,50.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.779904306220097,0.0,15.071770334928228,1.7224880382775118,28.851674641148325,0.0,0.4306220095693779,0.4306220095693779,4.30622009569378,4.7368421052631575,1.2918660287081338,0.0,0.0,1.2918660287081338,1.2918660287081338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.71,40.0,0.0,0.0,0.0,58.82,50.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,19,17,24,45,24,10,33,33,45,81,64,24,26,67,57,38,7,14,24,38,43,21,7,48,24,45,17,26,21,67,55,33,26,26,36,24,24,26,24,24,24,24,19,17,43,57,29,10,33,33,71,90,71,24,26,76,57,38,7,14,24,38,43,21,7,48,24,45,17,26,21,67,55,33,26,26,36,24,24,26,24,24,24,24,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,2wwbf11c9mc2psxaa8p58qnmc,A. Atta,Arthur Atta,23,Midfielder,France,Midfielder,42.0,1.0,75.0,3.0,116.0,4.0,11.0,13.0,10.0,2.0,3.0,269.0,1.0,4.0,1.0,4.0,0.0,9.0,5.0,4.0,2.0,0.0,3.0,16.0,0.0,89.23,75.0,25.0,36.36,33.33,33.33,80.0,100.0,0.8984953798817952,0.2164356973239965,4.0,19.0,0.4893054099999999,12.0,8.0,10.0,0.3490514799999997,54.0,14.052044609665428,0.3345724907063197,25.092936802973977,1.003717472118959,38.81040892193308,1.338289962825279,3.680297397769517,4.349442379182156,3.345724907063197,0.6691449814126395,1.003717472118959,0.3345724907063197,1.338289962825279,0.3345724907063197,1.338289962825279,0.0,3.011152416356877,1.6728624535315986,1.338289962825279,0.6691449814126395,0.0,1.003717472118959,5.353159851301116,0.0,89.23,75.0,25.0,36.36,33.33,33.33,80.0,100.0,0.3006118371351731,0.0724134303314486,1.338289962825279,6.356877323420075,0.1637081297397769,4.014869888475836,2.676579925650558,3.345724907063197,0.116783023048327,18.066914498141266,CM/AM,56,50,65,53,65,62,100,100,32,38,82,12,85,21,94,35,85,88,88,74,41,85,100,53,71,82,47,35,68,6,100,88,88,47,94,100,100,100,59,68,76,59,47,47,71,53,53,59,100,100,29,41,88,12,88,29,94,35,82,88,88,76,41,88,100,53,71,82,47,35,68,6,100,88,88,47,94,100,100,100,59,71,82,65,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,3pxte13sf3ybzb3cgvim1tqtw,Valde,Víctor Valdepeñas Talavera,19,Defender,Spain,Defender,35.0,1.0,38.0,3.0,72.0,2.0,4.0,4.0,13.0,6.0,1.0,190.0,3.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,80.9,27.27,16.67,25.0,0.0,56.52,66.67,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.57894736842105,0.4736842105263157,18.0,1.4210526315789471,34.10526315789473,0.9473684210526316,1.894736842105263,1.894736842105263,6.157894736842105,2.8421052631578947,0.4736842105263157,1.4210526315789471,0.4736842105263157,0.9473684210526316,1.894736842105263,0.0,0.4736842105263157,0.4736842105263157,0.0,0.0,0.0,0.0,1.4210526315789471,0.0,80.9,27.27,16.67,25.0,0.0,56.52,66.67,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,24,45,33,31,33,43,88,86,76,31,21,76,62,45,71,38,24,40,24,38,43,21,38,48,19,29,43,52,21,52,83,26,26,26,36,24,24,26,24,24,24,24,38,57,62,52,43,52,95,90,90,57,33,86,71,62,86,38,29,48,24,38,43,21,52,48,19,29,43,52,21,52,83,26,26,26,36,24,24,26,24,24,24,24,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,418gw0hpjoy8dt0ywaxjgm5pm,N. Fagioli,Nicolò Fagioli,25,Midfielder,Italy,Midfielder,57.0,2.0,79.0,5.0,134.0,3.0,4.0,4.0,15.0,6.0,5.0,270.0,3.0,3.0,5.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,85.9,35.71,22.22,75.0,33.33,55.56,0.0,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.6666666666666666,26.33333333333333,1.6666666666666667,44.66666666666666,1.0,1.3333333333333333,1.3333333333333333,5.0,2.0,1.6666666666666667,1.0,1.0,1.6666666666666667,0.0,0.3333333333333333,1.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,0.0,85.9,35.71,22.22,75.0,33.33,55.56,0.0,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DM/CM,50,84,60,62,50,62,72,72,80,78,80,62,84,84,26,88,56,30,72,60,46,72,76,52,32,36,64,82,76,56,32,58,24,24,36,24,24,26,20,20,20,20,40,80,52,56,46,56,68,68,80,80,78,56,88,84,26,88,54,30,72,60,46,68,64,52,32,36,64,82,76,56,32,58,24,24,36,24,24,26,20,20,20,20,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,476nfumr6aadvufrqk72tq5be,L. Ranieri,Luca Ranieri,27,Defender,Italy,Defender,36.0,0.0,14.0,2.0,50.0,1.0,0.0,0.0,4.0,9.0,2.0,179.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,86.21,25.0,0.0,0.0,0.0,57.14,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.10055865921788,0.0,7.039106145251396,1.005586592178771,25.13966480446928,0.5027932960893855,0.0,0.0,2.011173184357542,4.5251396648044695,1.005586592178771,0.0,0.0,0.5027932960893855,1.005586592178771,0.0,0.5027932960893855,0.5027932960893855,0.0,0.0,0.0,0.0,1.005586592178771,0.0,86.21,25.0,0.0,0.0,0.0,57.14,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LB/LCB,31,17,5,19,10,24,12,12,10,67,45,24,26,21,43,38,24,40,24,38,43,21,26,48,62,24,17,26,21,57,14,48,26,26,36,24,24,26,24,24,24,24,43,17,5,33,19,29,12,12,19,86,57,24,26,29,48,38,33,52,24,38,43,21,29,48,62,24,17,26,21,57,14,48,26,26,36,24,24,26,24,24,24,24,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,4gbk8ka3fv401f8zyslo38fai,R. Drăgușin,Radu Dragusin,24,Defender,Romania,Defender,56.0,0.0,33.0,10.0,89.0,1.0,0.0,0.0,18.0,26.0,11.0,360.0,4.0,0.0,1.0,10.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,85.58,58.82,0.0,0.0,0.0,56.25,66.67,25.0,0.2346856942071393,0.0517062314444009,0.0,0.0,0.0,0.0,1.0,2.0,0.2528878999999999,35.0,14.0,0.0,8.25,2.5,22.25,0.25,0.0,0.0,4.5,6.5,2.75,1.0,0.0,0.25,2.5,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.0,85.58,58.82,0.0,0.0,0.0,56.25,66.67,25.0,0.0586714235517848,0.0129265578611002,0.0,0.0,0.0,0.0,0.25,0.5,0.0632219749999999,8.75,CB,27,38,32,89,24,35,24,24,86,97,96,93,31,9,86,89,65,70,45,43,46,28,51,49,16,73,38,31,28,54,70,5,76,54,43,31,31,31,46,49,73,51,14,38,14,70,11,23,24,24,54,86,89,72,31,5,78,81,51,59,45,43,46,28,39,49,16,73,38,31,28,54,70,5,65,51,43,31,31,31,45,46,59,43,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,7maur0rp96hubnkuu84576wpg,M. Pellegrino,Mateo Pellegrino,24,Attacker,Argentina,Striker,13.0,0.0,28.0,3.0,41.0,5.0,6.0,6.0,21.0,2.0,0.0,286.0,9.0,3.0,1.0,9.0,0.0,5.0,4.0,1.0,0.0,2.0,2.0,17.0,0.0,65.08,100.0,0.0,50.0,40.0,44.68,45.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.090909090909091,0.0,8.811188811188812,0.944055944055944,12.902097902097903,1.5734265734265735,1.888111888111888,1.888111888111888,6.608391608391609,0.6293706293706294,0.0,2.8321678321678325,0.944055944055944,0.3146853146853147,2.8321678321678325,0.0,1.5734265734265735,1.2587412587412588,0.3146853146853147,0.0,0.6293706293706294,0.6293706293706294,5.34965034965035,0.0,65.08,100.0,0.0,50.0,40.0,44.68,45.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST,60,38,63,85,65,77,54,52,92,62,29,100,73,56,96,42,27,29,42,17,81,27,58,48,12,87,38,62,52,58,73,90,17,21,23,19,19,25,23,19,17,17,54,38,46,81,50,69,50,50,92,46,29,96,69,50,92,42,23,19,27,17,73,19,62,48,12,87,38,62,52,58,73,90,17,21,23,19,19,25,23,19,17,17,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,9hl7yh42qvmdcjw69si5imnf8,A. Njie,Alieu Njie,21,Attacker,Sweden,Striker,8.0,2.0,30.0,2.0,36.0,8.0,8.0,9.0,19.0,2.0,0.0,179.0,5.0,7.0,3.0,2.0,0.0,5.0,4.0,1.0,0.0,0.0,3.0,16.0,0.0,78.26,66.67,40.0,87.5,60.0,61.29,50.0,60.0,0.4756355852339222,0.921842672632236,1.0,10.0,0.3136852799999999,5.0,3.0,2.0,0.47633668,10.0,4.022346368715084,1.005586592178771,15.083798882681563,1.005586592178771,18.10055865921788,4.022346368715084,4.022346368715084,4.5251396648044695,9.553072625698324,1.005586592178771,0.0,2.5139664804469275,3.519553072625698,1.5083798882681565,1.005586592178771,0.0,2.5139664804469275,2.011173184357542,0.5027932960893855,0.0,0.0,1.5083798882681565,8.044692737430168,0.0,78.26,66.67,40.0,87.5,60.0,61.29,50.0,60.0,0.2391463836371676,0.4634963158486102,0.5027932960893855,5.027932960893855,0.1577188558659217,2.5139664804469275,1.5083798882681565,1.005586592178771,0.2394988893854748,5.027932960893855,ST,35,94,69,71,56,92,75,77,88,62,29,58,92,92,44,42,27,29,42,17,19,48,54,48,58,62,92,92,85,96,87,69,54,96,52,81,85,90,75,56,96,50,50,96,85,85,73,96,85,85,100,88,29,81,96,96,54,42,46,46,65,17,19,85,81,48,58,62,92,92,85,96,87,69,54,96,58,92,88,96,88,75,96,69,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,clbsrtzkf61e6vx28ou5lbx90,Álex Jiménez,Álex Jiménez,21,Defender,Spain,Defender,21.0,1.0,38.0,1.0,58.0,4.0,6.0,6.0,13.0,6.0,1.0,202.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,84.06,33.33,14.29,66.67,0.0,50.0,50.0,71.43,0.3206988779524636,0.2290183585129845,1.0,8.0,0.21757234,3.0,3.0,4.0,0.15722946,36.0,9.356435643564357,0.4455445544554455,16.93069306930693,0.4455445544554455,25.84158415841584,1.7821782178217822,2.6732673267326734,2.6732673267326734,5.792079207920792,2.6732673267326734,0.4455445544554455,0.4455445544554455,1.7821782178217822,2.227722772277228,0.4455445544554455,0.4455445544554455,0.8910891089108911,0.4455445544554455,0.4455445544554455,0.4455445544554455,0.0,0.0,1.7821782178217822,0.0,84.06,33.33,14.29,66.67,0.0,50.0,50.0,71.43,0.1428856386916917,0.1020378825057851,0.4455445544554455,3.5643564356435644,0.0969381712871287,1.3366336633663367,1.3366336633663367,1.7821782178217822,0.0700527297029702,16.03960396039604,RB/RCB,5,61,24,21,5,84,95,92,63,39,18,29,97,66,26,89,66,55,79,79,50,42,47,50,42,45,50,79,42,45,58,68,84,68,95,79,84,74,50,55,58,58,11,74,42,26,16,100,100,100,84,58,21,37,95,89,32,100,68,68,74,84,50,42,68,50,42,45,50,79,42,45,58,68,89,79,95,84,89,79,53,63,58,74,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,dowh6oc93ggduous7ligguqne,João Mário,João Mário Neto Lopes,26,Defender,Portugal,Defender,30.0,2.0,46.0,5.0,74.0,2.0,5.0,6.0,14.0,7.0,2.0,176.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.06,50.0,22.22,60.0,0.0,63.64,0.0,75.0,0.0,0.255939961112591,0.0,2.0,0.04813761,2.0,5.0,9.0,0.3503427099999999,37.0,15.340909090909092,1.0227272727272727,23.52272727272728,2.556818181818182,37.84090909090909,1.0227272727272727,2.556818181818182,3.0681818181818183,7.159090909090909,3.5795454545454546,1.0227272727272727,3.5795454545454546,1.5340909090909092,1.5340909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.06,50.0,22.22,60.0,0.0,63.64,0.0,75.0,0.0,0.1308783892053022,0.0,1.0227272727272727,0.0246158232954545,1.0227272727272727,2.556818181818182,4.602272727272728,0.1791525221590908,18.920454545454547,CB,11,93,54,53,19,64,100,100,57,24,28,100,100,43,4,41,8,11,45,43,46,28,4,49,27,39,77,73,28,76,4,65,26,84,43,72,73,84,65,78,86,55,19,97,86,73,30,80,100,100,92,41,49,100,100,78,4,41,8,11,45,43,46,28,4,49,27,39,77,73,28,76,4,65,26,92,43,76,76,93,70,86,92,68,Serie A
Fiorentina,4raiad4l2j5lkfaz92pk4osb,kvbjuvcseqk4sbr04ctkqi38,C. Ndour,Cher Ndour,22,Midfielder,Italy,Midfielder,37.0,1.0,71.0,3.0,107.0,5.0,2.0,2.0,12.0,2.0,3.0,308.0,2.0,2.0,3.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,12.0,0.0,85.6,50.0,33.33,100.0,20.0,48.0,75.0,60.0,0.3952375464176412,0.5175509489615627,1.0,6.0,0.2155953099999999,1.0,15.0,8.0,0.39720822,60.0,10.811688311688313,0.2922077922077922,20.746753246753247,0.8766233766233766,31.266233766233768,1.4610389610389611,0.5844155844155845,0.5844155844155845,3.5064935064935066,0.5844155844155845,0.8766233766233766,0.5844155844155845,0.5844155844155845,0.8766233766233766,0.8766233766233766,0.0,1.4610389610389611,0.8766233766233766,0.5844155844155845,0.2922077922077922,0.0,0.2922077922077922,3.5064935064935066,0.0,85.6,50.0,33.33,100.0,20.0,48.0,75.0,60.0,0.1154914908363237,0.151232420151106,0.2922077922077922,1.7532467532467533,0.0629986295454545,0.2922077922077922,4.383116883116883,2.337662337662338,0.116067337012987,17.532467532467532,CM/AM,38,50,53,53,53,82,24,24,50,38,82,24,44,68,88,35,62,71,56,56,41,50,88,53,35,44,74,94,50,41,94,35,65,88,62,59,76,29,79,59,88,71,24,41,59,47,35,71,18,18,41,29,71,24,35,59,88,35,59,65,53,53,41,41,76,53,35,44,74,94,50,41,94,35,59,76,65,47,71,24,82,59,76,59,Serie A
Roma,2tk2l9sgktwc9jhzqdd4mpdtb,1ftejgsl4hho40cceqne1hcyd,B. Cristante,Bryan Cristante,31,Midfielder,Italy,Midfielder,95.0,0.0,122.0,12.0,217.0,1.0,1.0,1.0,22.0,5.0,4.0,270.0,2.0,1.0,4.0,11.0,0.0,4.0,4.0,0.0,2.0,0.0,1.0,6.0,0.0,88.93,57.14,0.0,100.0,25.0,64.71,68.75,50.0,0.46867130014157,0.0663023803333408,0.0,11.0,0.2189608599999999,2.0,27.0,24.0,0.4029602599999999,108.0,31.666666666666668,0.0,40.66666666666666,4.0,72.33333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,7.333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,3.6666666666666665,0.0,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,2.0,0.0,88.93,57.14,0.0,100.0,25.0,64.71,68.75,50.0,0.1562237667138566,0.0221007934444469,0.0,3.6666666666666665,0.0729869533333333,0.6666666666666666,9.0,8.0,0.1343200866666666,36.0,DM/CM,78,30,92,94,96,18,30,30,98,68,64,40,46,68,100,40,78,96,18,84,46,72,96,52,48,60,30,96,60,100,100,40,92,52,36,90,88,72,96,96,80,96,92,30,88,88,92,16,28,28,100,70,60,36,42,70,100,40,76,96,18,80,46,68,94,52,48,60,30,96,60,100,100,40,88,52,36,92,92,72,90,88,76,80,Serie A
