Team,contestantId,playerId,Short Name,Player Name,Age,Position_x,Nationality,Position_y,total accurate back zone pass_Total,total accurate fwd zone pass_Total,total accurate long balls_Total,total accurate pass_Total,total aerial won_Total,total big chances saved_Total,total duels won_Total,total effective clearance_Total,total mins played,total was fouled_Total,total accurate cross_Total,total att assist_Total,total attempt_Total,total attempts ibox_Total,total attempts obox_Total,total blocked scoring att_Total,total contest_Total,total dribbles attempted_Total,total ontarget attempt_Total,total touches in opposition box_Total,total won contest_Total,total won tackle_Total,total assists_Total,total interception_Total,total goals_Total,total direct setpiece goals_Total,pass_success_pct_Total,long_balls_success_pct_Total,cross_success_pct_Total,dribble_success_pct_Total,attempt_success_pct_Total,duel_success_pct_Total,aerial_success_pct_Total,tackle_success_pct_Total,xG_Total,xA_Total,CreatedOwnShot_Total,Total Carries_Total,Total Carry xT_Total,Total Final Third Carries_Total,passes_into_final_third_Total,progressive_passes_Total,xT_pass_Total,forward_passes_Total,total accurate back zone pass_p90,total accurate fwd zone pass_p90,total accurate long balls_p90,total accurate pass_p90,total aerial won_p90,total big chances saved_p90,total duels won_p90,total effective clearance_p90,total was fouled_p90,total accurate cross_p90,total att assist_p90,total attempt_p90,total attempts ibox_p90,total attempts obox_p90,total blocked scoring att_p90,total contest_p90,total dribbles attempted_p90,total ontarget attempt_p90,total touches in opposition box_p90,total won contest_p90,total won tackle_p90,total assists_p90,total interception_p90,total goals_p90,total direct setpiece goals_p90,pass_success_pct_p90,long_balls_success_pct_p90,cross_success_pct_p90,dribble_success_pct_p90,attempt_success_pct_p90,duel_success_pct_p90,aerial_success_pct_p90,tackle_success_pct_p90,xG_p90,xA_p90,CreatedOwnShot_p90,Total Carries_p90,Total Carry xT_p90,Total Final Third Carries_p90,passes_into_final_third_p90,progressive_passes_p90,xT_pass_p90,forward_passes_p90,Pos.,total accurate back zone pass_TotalPR,total accurate fwd zone pass_TotalPR,total accurate long balls_TotalPR,total accurate pass_TotalPR,total aerial won_TotalPR,total big chances saved_TotalPR,total duels won_TotalPR,total effective clearance_TotalPR,total was fouled_TotalPR,total accurate cross_TotalPR,total att assist_TotalPR,total attempt_TotalPR,total attempts ibox_TotalPR,total attempts obox_TotalPR,total blocked scoring att_TotalPR,total contest_TotalPR,total dribbles attempted_TotalPR,total ontarget attempt_TotalPR,total touches in opposition box_TotalPR,total won contest_TotalPR,total won tackle_TotalPR,total assists_TotalPR,total interception_TotalPR,total goals_TotalPR,total direct setpiece goals_TotalPR,pass_success_pct_TotalPR,long_balls_success_pct_TotalPR,cross_success_pct_TotalPR,dribble_success_pct_TotalPR,attempt_success_pct_TotalPR,duel_success_pct_TotalPR,aerial_success_pct_TotalPR,tackle_success_pct_TotalPR,xG_TotalPR,xA_TotalPR,CreatedOwnShot_TotalPR,Total Carries_TotalPR,Total Carry xT_TotalPR,Total Final Third Carries_TotalPR,passes_into_final_third_TotalPR,progressive_passes_TotalPR,xT_pass_TotalPR,forward_passes_TotalPR,total accurate back zone pass_p90PR,total accurate fwd zone pass_p90PR,total accurate long balls_p90PR,total accurate pass_p90PR,total aerial won_p90PR,total big chances saved_p90PR,total duels won_p90PR,total effective clearance_p90PR,total was fouled_p90PR,total accurate cross_p90PR,total att assist_p90PR,total attempt_p90PR,total attempts ibox_p90PR,total attempts obox_p90PR,total blocked scoring att_p90PR,total contest_p90PR,total dribbles attempted_p90PR,total ontarget attempt_p90PR,total touches in opposition box_p90PR,total won contest_p90PR,total won tackle_p90PR,total assists_p90PR,total interception_p90PR,total goals_p90PR,total direct setpiece goals_p90PR,pass_success_pct_p90PR,long_balls_success_pct_p90PR,cross_success_pct_p90PR,dribble_success_pct_p90PR,attempt_success_pct_p90PR,duel_success_pct_p90PR,aerial_success_pct_p90PR,tackle_success_pct_p90PR,xG_p90PR,xA_p90PR,CreatedOwnShot_p90PR,Total Carries_p90PR,Total Carry xT_p90PR,Total Final Third Carries_p90PR,passes_into_final_third_p90PR,progressive_passes_p90PR,xT_pass_p90PR,forward_passes_p90PR,League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,6jwukpnimx6qacfukiclb1c2y,P. Liagas,Panagiotis Liagas,26,Defender,Greece,Defender,115.0,53.0,22.0,168.0,4.0,0.0,16.0,16.0,282.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,88.89,59.46,0.0,33.33,0.0,51.61,33.33,71.43,0.0831591069457623,0.0,0.0,2.0,0.03375124,0.0,15.0,16.0,0.3180654800000001,101.0,36.70212765957447,16.914893617021278,7.0212765957446805,53.61702127659574,1.2765957446808511,0.0,5.1063829787234045,5.1063829787234045,1.2765957446808511,0.0,0.0,0.3191489361702128,0.3191489361702128,0.0,0.0,0.9574468085106383,0.9574468085106383,0.0,0.6382978723404256,0.3191489361702128,1.5957446808510638,0.0,0.0,0.0,0.0,88.89,59.46,0.0,33.33,0.0,51.61,33.33,71.43,0.0265401405146049,0.0,0.0,0.6382978723404256,0.0107716723404255,0.0,4.787234042553192,5.1063829787234045,0.1015102595744681,32.23404255319149,CB,52,56,91,48,15,41,46,26,67,46,20,28,37,41,37,89,89,39,37,76,85,50,6,50,52,70,81,46,67,39,30,7,70,22,26,41,52,48,26,76,74,67,44,81,78,96,74,15,41,78,41,89,46,20,30,41,41,37,93,93,39,44,78,89,50,6,50,52,70,81,46,67,39,30,7,70,26,26,41,52,52,26,89,89,81,74,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,6se7wd1ehvud0xixncdq991t6,A. Pantea,Alexandru Pantea,23,Defender,Romania,Defender,64.0,45.0,10.0,106.0,4.0,0.0,16.0,20.0,442.0,1.0,3.0,8.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,0.0,9.0,0.0,5.0,0.0,0.0,66.67,27.03,18.75,0.0,20.0,34.78,36.36,81.82,0.2257157755807927,0.7123955192271592,3.0,4.0,0.07989438,1.0,10.0,12.0,0.73442529,56.0,13.031674208144796,9.16289592760181,2.0361990950226243,21.583710407239817,0.8144796380090498,0.0,3.257918552036199,4.072398190045249,0.2036199095022624,0.6108597285067873,1.6289592760180995,1.0180995475113122,0.2036199095022624,0.8144796380090498,0.4072398190045249,0.4072398190045249,0.4072398190045249,0.2036199095022624,0.6108597285067873,0.0,1.832579185520362,0.0,1.0180995475113122,0.0,0.0,66.67,27.03,18.75,0.0,20.0,34.78,36.36,81.82,0.0459602257969939,0.1450579111548514,0.6108597285067873,0.8144796380090498,0.0162680864253393,0.2036199095022624,2.0361990950226243,2.443438914027149,0.1495436110859728,11.402714932126695,RB/RCB,44,38,75,41,47,53,47,88,12,78,100,78,41,97,84,50,47,75,34,12,91,47,69,47,53,6,25,56,12,66,6,31,81,62,100,84,38,38,34,59,59,81,44,31,19,69,25,38,53,31,81,12,69,100,75,31,94,81,50,44,69,31,12,88,47,56,47,53,6,25,56,12,66,6,31,81,50,100,88,38,38,25,44,50,75,38,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,89n3phkna1s7hv6za2fw7le96,G. Nikas,Giorgos Nikas,27,Midfielder,Greece,Midfielder,38.0,29.0,5.0,66.0,13.0,0.0,26.0,14.0,317.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2.0,4.0,1.0,0.0,3.0,0.0,0.0,79.52,50.0,33.33,66.67,0.0,59.09,61.9,14.29,0.0,0.1636972015117478,0.0,2.0,0.05508396,0.0,6.0,6.0,0.16401341,31.0,10.788643533123029,8.233438485804417,1.4195583596214512,18.738170347003155,3.690851735015773,0.0,7.381703470031546,3.9747634069400632,0.8517350157728707,0.2839116719242902,0.5678233438485805,0.0,0.0,0.0,0.0,1.7034700315457414,1.7034700315457414,0.0,0.5678233438485805,1.135646687697161,0.2839116719242902,0.0,0.8517350157728707,0.0,0.0,79.52,50.0,33.33,66.67,0.0,59.09,61.9,14.29,0.0,0.0464755461705277,0.0,0.5678233438485805,0.0156389791798107,0.0,1.7034700315457414,1.7034700315457414,0.0465653214511041,8.801261829652997,DM/CM,29,14,40,14,95,52,83,95,21,64,38,14,29,17,29,98,98,24,45,79,14,36,50,38,50,19,36,62,62,24,81,62,5,14,43,19,26,24,14,38,33,29,24,19,10,38,10,100,52,95,95,19,67,24,14,29,17,29,90,90,24,43,90,5,36,57,38,50,19,36,62,62,24,81,62,5,14,38,19,24,24,14,24,29,24,19,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,Dimitris Emmanouilidis,25,Attacker,Greece,Striker,15.0,16.0,1.0,31.0,8.0,0.0,20.0,4.0,250.0,5.0,0.0,2.0,3.0,3.0,0.0,1.0,9.0,10.0,0.0,13.0,3.0,4.0,0.0,0.0,0.0,0.0,60.78,33.33,0.0,33.33,0.0,43.48,36.36,100.0,0.3367631680422783,0.1207934390680649,1.0,1.0,0.0174506,1.0,2.0,2.0,0.0297788,8.0,5.4,5.76,0.36,11.16,2.88,0.0,7.2,1.44,1.8,0.0,0.72,1.08,1.08,0.0,0.36,3.24,3.6,0.0,4.680000000000001,1.08,1.44,0.0,0.0,0.0,0.0,60.78,33.33,0.0,33.33,0.0,43.48,36.36,100.0,0.1212347404952201,0.0434856380645033,0.36,0.36,0.006282216,0.36,0.72,0.72,0.010720368,2.88,ST,52,20,45,40,65,52,52,85,40,38,48,12,18,15,35,85,88,10,52,78,80,42,30,25,52,15,40,38,48,10,55,48,92,15,35,52,22,20,45,32,38,10,20,70,15,55,50,75,52,75,95,55,38,45,10,20,15,50,95,95,10,60,85,90,42,30,25,52,15,40,38,48,10,55,48,92,20,40,50,25,20,45,35,40,15,25,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,arno836luk92dc3iaqaxnrvca,A. Urzi,Agustín Urzi,26,Attacker,Argentina,Striker,23.0,68.0,4.0,82.0,3.0,0.0,27.0,4.0,361.0,16.0,9.0,6.0,5.0,1.0,4.0,3.0,8.0,9.0,1.0,4.0,5.0,2.0,0.0,2.0,0.0,0.0,71.93,33.33,45.0,62.5,20.0,61.36,33.33,66.67,0.3855093200851816,0.5530937842727466,4.0,8.0,0.27651451,6.0,8.0,13.0,0.37833977,29.0,5.734072022160665,16.952908587257618,0.997229916897507,20.44321329639889,0.7479224376731302,0.0,6.731301939058172,0.997229916897507,3.988919667590028,2.2437673130193905,1.4958448753462603,1.2465373961218835,0.2493074792243767,0.997229916897507,0.7479224376731302,1.994459833795014,2.2437673130193905,0.2493074792243767,0.997229916897507,1.2465373961218835,0.4986149584487535,0.0,0.4986149584487535,0.0,0.0,71.93,33.33,45.0,62.5,20.0,61.36,33.33,66.67,0.09611035680794,0.1378904171317096,0.997229916897507,1.994459833795014,0.0689371354570637,1.4958448753462603,1.994459833795014,3.2409972299168976,0.0943229343490304,7.229916897506925,RW,67,67,92,67,58,58,100,83,100,100,83,50,17,100,67,58,67,42,17,67,42,50,83,50,58,17,33,83,83,33,100,50,33,50,83,100,83,83,100,100,100,67,83,67,83,100,50,33,58,100,67,100,100,50,50,17,100,67,33,50,33,17,50,33,50,83,50,58,17,33,83,83,33,100,50,33,50,50,100,67,67,100,100,100,33,50,Greek Super League
Levadiakos,1j8ifp7frhzci6o6kvnl1glif,dlbueujxw813rwoa273wpg12i,M. Vichos,Marios Vichos,26,Midfielder,Greece,Midfielder,33.0,51.0,6.0,84.0,6.0,0.0,21.0,16.0,450.0,8.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0,0.0,6.0,1.0,4.0,0.0,5.0,0.0,0.0,66.67,28.57,0.0,25.0,0.0,60.0,50.0,57.14,0.0974982580890471,0.1205007319938438,0.0,4.0,0.10295903,0.0,10.0,9.0,0.27206254,38.0,6.6,10.2,1.2,16.8,1.2,0.0,4.2,3.2,1.6,0.0,0.4,0.4,0.2,0.2,0.2,0.8,1.0,0.0,1.2,0.2,0.8,0.0,1.0,0.0,0.0,66.67,28.57,0.0,25.0,0.0,60.0,50.0,57.14,0.0194996516178094,0.0241001463987687,0.0,0.8,0.020591806,0.0,2.0,1.8,0.054412508,7.6,LM/LCM,40,20,60,20,100,60,80,80,100,30,40,60,50,60,70,60,60,30,80,50,80,50,80,60,60,20,60,30,40,30,100,100,40,60,40,30,40,60,20,50,20,20,20,40,20,60,20,100,60,60,80,60,30,40,60,40,40,60,60,60,30,60,40,60,50,60,60,60,20,60,30,40,30,100,100,40,60,40,30,20,60,20,40,20,20,20,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,2a1bi1okuzvj0ch689nxotgid,Aitor Cantalapiedra,Aitor Cantalapiedra Fernández,30,Attacker,Spain,Striker,40.0,50.0,2.0,87.0,3.0,0.0,9.0,3.0,229.0,5.0,3.0,3.0,5.0,2.0,3.0,2.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,79.82,50.0,37.5,0.0,20.0,42.86,42.86,100.0,0.4004779890442126,0.1865198680210027,3.0,4.0,0.08755593,2.0,13.0,12.0,0.44956204,40.0,15.72052401746725,19.650655021834066,0.7860262008733625,34.19213973799127,1.1790393013100438,0.0,3.537117903930131,1.1790393013100438,1.9650655021834065,1.1790393013100438,1.1790393013100438,1.9650655021834065,0.7860262008733625,1.1790393013100438,0.7860262008733625,0.0,0.0,0.3930131004366812,1.9650655021834065,0.0,0.3930131004366812,0.0,0.7860262008733625,0.0,0.0,79.82,50.0,37.5,0.0,20.0,42.86,42.86,100.0,0.1573930961309132,0.0733047516239748,1.1790393013100438,1.572052401746725,0.034410627510917,0.7860262008733625,5.109170305676856,4.716157205240175,0.1766837711790393,15.72052401746725,LW,100,71,57,86,50,57,14,64,43,71,43,57,29,57,79,14,14,36,14,14,36,43,50,50,57,57,71,71,14,43,57,71,93,57,43,57,14,14,43,100,86,71,86,100,86,86,100,71,57,29,71,43,86,43,71,57,100,86,14,14,57,14,14,43,43,86,50,57,57,71,71,14,43,57,71,93,71,43,86,43,14,43,100,100,86,100,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,2hvo0y7v3ot6560ft65yst2ad,L. Dickmann,Lorenzo Dickmann,29,Defender,Italy,Defender,29.0,45.0,3.0,70.0,1.0,0.0,10.0,6.0,300.0,4.0,4.0,5.0,6.0,5.0,1.0,1.0,2.0,2.0,0.0,12.0,1.0,1.0,0.0,3.0,0.0,0.0,72.16,23.08,57.14,50.0,0.0,40.0,50.0,25.0,0.5172544135539708,0.3501250773384798,1.0,1.0,0.0174506,1.0,6.0,7.0,0.3259759299999999,29.0,8.7,13.5,0.8999999999999999,21.0,0.3,0.0,3.0,1.7999999999999998,1.2,1.2,1.5,1.7999999999999998,1.5,0.3,0.3,0.6,0.6,0.0,3.6,0.3,0.3,0.0,0.8999999999999999,0.0,0.0,72.16,23.08,57.14,50.0,0.0,40.0,50.0,25.0,0.1551763240661912,0.1050375232015439,0.3,0.3,0.00523518,0.3,1.7999999999999998,2.1,0.0977927789999999,8.7,RB/RCB,6,38,19,6,19,53,9,19,72,94,66,88,94,53,56,50,47,31,91,41,9,47,31,47,53,19,12,100,41,31,19,53,6,81,62,56,22,25,34,34,28,38,12,6,56,44,19,19,53,19,25,75,100,94,94,94,56,69,56,53,31,100,50,12,47,38,47,53,19,12,100,41,31,19,53,6,88,88,62,25,25,38,31,25,31,25,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,2jvkdusyl6zxjo3y5elcmwmzu,T. Nuss,Thiago Nuss,25,Attacker,Argentina,Striker,25.0,26.0,3.0,51.0,4.0,0.0,23.0,2.0,285.0,11.0,0.0,1.0,4.0,3.0,1.0,1.0,11.0,12.0,2.0,21.0,3.0,2.0,0.0,4.0,1.0,0.0,79.69,75.0,0.0,27.27,50.0,41.07,40.0,40.0,0.276784232613136,0.0795791237395776,1.0,8.0,0.22968092,5.0,2.0,4.0,0.12555657,16.0,7.894736842105264,8.210526315789474,0.9473684210526316,16.105263157894736,1.2631578947368425,0.0,7.263157894736842,0.6315789473684211,3.473684210526316,0.0,0.3157894736842105,1.2631578947368425,0.9473684210526316,0.3157894736842105,0.3157894736842105,3.473684210526316,3.789473684210527,0.6315789473684211,6.631578947368421,0.9473684210526316,0.6315789473684211,0.0,1.2631578947368425,0.3157894736842105,0.0,79.69,75.0,0.0,27.27,50.0,41.07,40.0,40.0,0.0874055471409903,0.0251302496019718,0.3157894736842105,2.5263157894736845,0.0725308168421052,1.5789473684210529,0.6315789473684211,1.2631578947368425,0.0396494431578947,5.052631578947369,LW,71,29,86,43,86,57,64,43,57,21,21,43,64,36,43,57,57,79,86,29,71,43,100,100,57,43,93,21,29,79,43,57,29,43,29,21,64,71,71,36,43,14,29,86,29,100,57,86,57,71,43,71,21,29,43,71,43,57,71,71,86,100,29,100,43,100,100,57,43,93,21,29,79,43,57,29,43,29,29,71,71,86,43,43,14,43,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,70v57ssdhacnnofq0s6kuf21g,K. Kostoulas,Konstantinos Kostoulas,21,Defender,Greece,Defender,104.0,64.0,7.0,168.0,6.0,0.0,16.0,12.0,315.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,2.0,3.0,0.0,4.0,0.0,0.0,86.15,35.0,0.0,50.0,0.0,64.0,50.0,75.0,0.0991840627199247,0.0,0.0,8.0,0.17220631,1.0,15.0,16.0,0.3858649299999999,97.0,29.714285714285715,18.285714285714285,2.0,48.0,1.7142857142857142,0.0,4.571428571428571,3.4285714285714284,1.1428571428571428,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,1.1428571428571428,1.1428571428571428,0.0,1.1428571428571428,0.5714285714285714,0.8571428571428571,0.0,1.1428571428571428,0.0,0.0,86.15,35.0,0.0,50.0,0.0,64.0,50.0,75.0,0.0283383036342642,0.0,0.0,2.2857142857142856,0.0492018028571428,0.2857142857142857,4.285714285714286,4.571428571428571,0.1102471228571428,27.714285714285715,RB/RCB,100,56,56,88,72,53,47,44,72,19,16,22,41,25,22,72,72,31,47,69,38,47,50,47,53,81,44,19,41,31,88,53,69,25,16,25,66,56,34,75,75,44,84,100,81,62,94,81,53,69,62,69,19,16,25,56,25,22,81,75,31,50,75,56,47,69,47,53,81,44,19,41,31,88,53,69,25,16,25,75,69,31,81,75,50,88,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,Georgios Kanellopoulos,26,Midfielder,Greece,Midfielder,46.0,52.0,2.0,98.0,2.0,0.0,15.0,4.0,218.0,7.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,89.91,50.0,0.0,0.0,0.0,65.22,50.0,16.67,0.140399146229158,0.0961361527558721,1.0,3.0,0.0678374,2.0,7.0,6.0,0.11903059,40.0,18.9908256880734,21.467889908256883,0.8256880733944955,40.45871559633028,0.8256880733944955,0.0,6.192660550458716,1.651376146788991,2.889908256880734,0.0,0.8256880733944955,0.8256880733944955,0.4128440366972477,0.4128440366972477,0.4128440366972477,0.0,0.0,0.0,1.2385321100917432,0.0,0.4128440366972477,0.0,0.4128440366972477,0.0,0.0,89.91,50.0,0.0,0.0,0.0,65.22,50.0,16.67,0.0579629502780927,0.0396892373762774,0.4128440366972477,1.2385321100917432,0.0280062660550458,0.8256880733944955,2.889908256880734,2.4770642201834865,0.049141069266055,16.51376146788991,CM/AM,74,26,20,61,46,52,50,76,61,17,28,17,15,24,37,7,7,13,11,7,24,43,37,33,52,96,26,17,7,13,100,67,13,17,22,28,22,17,24,24,15,13,35,91,83,24,83,70,52,83,91,83,17,30,22,17,30,52,7,7,13,17,7,30,43,48,33,52,96,26,17,7,13,100,67,13,17,26,30,26,26,30,35,13,13,65,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,7ec53rkdi4cxa4karq07k7hlh,T. Androutsos,Thanasis Androutsos,29,Midfielder,Greece,Midfielder,64.0,52.0,7.0,115.0,1.0,0.0,11.0,6.0,251.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,3.0,2.0,2.0,0.0,4.0,1.0,0.0,89.15,77.78,33.33,50.0,100.0,50.0,50.0,50.0,0.1372366672540563,0.2245938736730046,0.0,4.0,0.10826604,5.0,6.0,6.0,0.3718215199999998,46.0,22.948207171314746,18.64541832669323,2.50996015936255,41.235059760956176,0.3585657370517928,0.0,3.944223107569721,2.1513944223107573,1.4342629482071714,0.3585657370517928,0.7171314741035857,0.3585657370517928,0.3585657370517928,0.0,0.0,1.4342629482071714,1.4342629482071714,0.3585657370517928,1.0756972111553786,0.7171314741035857,0.7171314741035857,0.0,1.4342629482071714,0.3585657370517928,0.0,89.15,77.78,33.33,50.0,100.0,50.0,50.0,50.0,0.0492083667444823,0.0805316678508781,0.0,1.4342629482071714,0.0388204924302788,1.7928286852589643,2.1513944223107573,2.1513944223107573,0.1333224573705178,16.49402390438247,DM/CM,57,48,55,52,17,52,19,60,38,64,38,31,69,17,29,52,50,62,62,52,38,36,69,86,50,90,93,62,45,98,38,40,38,48,57,19,45,48,86,38,33,52,43,76,48,62,71,19,52,43,71,52,81,57,33,76,17,29,86,86,71,76,62,48,36,76,90,50,90,93,62,45,98,38,40,38,48,71,19,62,67,100,43,33,62,43,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,Dimitrios Nikolaou,28,Defender,Greece,Defender,165.0,49.0,8.0,213.0,2.0,0.0,9.0,11.0,283.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,95.09,61.54,100.0,100.0,0.0,60.0,66.67,33.33,0.1651542839194521,0.0924752846141505,0.0,3.0,0.05417292,0.0,11.0,13.0,0.32432562,133.0,52.47349823321555,15.583038869257951,2.5441696113074204,67.73851590106007,0.6360424028268551,0.0,2.862190812720848,3.498233215547703,0.9540636042402828,0.3180212014134275,0.6360424028268551,0.3180212014134275,0.3180212014134275,0.0,0.0,0.3180212014134275,0.3180212014134275,0.0,0.3180212014134275,0.3180212014134275,0.3180212014134275,0.0,0.6360424028268551,0.0,0.0,95.09,61.54,100.0,100.0,0.0,60.0,66.67,33.33,0.0525225637906384,0.0294091011140407,0.0,0.9540636042402828,0.0172281371024735,0.0,3.498233215547703,4.134275618374558,0.1031424233215547,42.29681978798587,CB,81,48,31,78,6,41,11,7,50,96,91,28,37,41,37,67,67,39,20,76,15,50,24,50,52,100,89,96,91,39,56,80,15,41,74,41,61,59,26,59,57,70,74,100,70,33,96,4,41,15,19,63,100,96,26,37,41,37,70,70,39,19,74,19,50,41,50,52,100,89,96,91,39,56,80,15,44,85,41,67,67,26,74,78,85,89,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,8tby561bvneehgc584uiv479x,A. Bouchalakis,Andreas Bouchalakis,33,Midfielder,Greece,Midfielder,113.0,105.0,30.0,217.0,3.0,0.0,16.0,6.0,366.0,4.0,1.0,6.0,4.0,0.0,4.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,6.0,1.0,1.0,85.43,71.43,25.0,100.0,25.0,47.06,42.86,66.67,0.237827843064739,0.3822711645576253,2.0,5.0,0.10016389,1.0,26.0,25.0,0.5131658499999998,112.0,27.78688524590164,25.81967213114754,7.377049180327869,53.36065573770493,0.7377049180327869,0.0,3.934426229508197,1.475409836065574,0.9836065573770492,0.2459016393442623,1.475409836065574,0.9836065573770492,0.0,0.9836065573770492,0.4918032786885246,0.9836065573770492,0.9836065573770492,0.2459016393442623,0.2459016393442623,0.9836065573770492,0.9836065573770492,0.2459016393442623,1.475409836065574,0.2459016393442623,0.2459016393442623,85.43,71.43,25.0,100.0,25.0,47.06,42.86,66.67,0.0584822564913292,0.0940011060387603,0.4918032786885246,1.2295081967213115,0.0246304647540983,0.2459016393442623,6.39344262295082,6.147540983606557,0.1261883237704917,27.54098360655738,DM/CM,90,81,100,90,38,52,50,60,38,64,88,74,29,88,90,52,50,62,31,79,69,83,88,86,100,62,76,48,88,55,33,33,79,67,86,69,55,43,36,83,81,67,86,95,81,100,86,33,52,38,43,33,62,90,71,29,86,86,52,48,57,29,86,57,76,81,86,100,62,76,48,88,55,33,33,79,67,81,71,43,33,29,90,86,57,86,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,az4vys76d0diwqjw8hy7908o9,A. Poungouras,Achilleas Poungouras,30,Defender,Greece,Defender,129.0,69.0,11.0,198.0,8.0,0.0,13.0,13.0,360.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91.67,61.11,0.0,0.0,0.0,50.0,57.14,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.25,17.25,2.75,49.5,2.0,0.0,3.25,3.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,91.67,61.11,0.0,0.0,0.0,50.0,57.14,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB,63,81,39,70,44,41,26,19,50,46,20,11,15,41,37,28,28,39,7,33,15,50,13,50,52,89,85,46,33,39,22,31,15,11,26,41,17,17,26,6,6,6,6,70,81,44,70,54,41,26,13,44,46,20,11,15,41,37,28,28,39,7,33,11,50,15,50,52,89,85,46,33,39,22,31,15,11,26,41,17,17,26,6,6,6,6,Greek Super League
OFI,dr4emys1xpm2h54oid0q5y2nx,czxjhy0u4qilxxjp472rqk0lw,N. Athanasiou,Nikolaos Athanasiou,25,Defender,Greece,Defender,89.0,77.0,12.0,161.0,2.0,0.0,26.0,5.0,366.0,11.0,5.0,5.0,3.0,2.0,1.0,0.0,11.0,11.0,2.0,7.0,5.0,4.0,2.0,9.0,1.0,0.0,79.31,40.0,21.74,45.45,66.67,61.9,50.0,50.0,0.1673097938902904,0.5358810528599774,2.0,11.0,0.26713467,3.0,9.0,13.0,0.5614021000000001,53.0,21.885245901639344,18.9344262295082,2.950819672131148,39.59016393442623,0.4918032786885246,0.0,6.39344262295082,1.2295081967213115,2.7049180327868854,1.2295081967213115,1.2295081967213115,0.7377049180327869,0.4918032786885246,0.2459016393442623,0.0,2.7049180327868854,2.7049180327868854,0.4918032786885246,1.7213114754098362,1.2295081967213115,0.9836065573770492,0.4918032786885246,2.2131147540983607,0.2459016393442623,0.0,79.31,40.0,21.74,45.45,66.67,61.9,50.0,50.0,0.041141752595973,0.1317740293917977,0.4918032786885246,2.7049180327868854,0.0656888532786885,0.7377049180327869,2.2131147540983607,3.19672131147541,0.1380496967213115,13.032786885245905,LB/LCB,80,80,90,80,23,53,87,10,93,80,87,73,80,63,43,90,90,97,80,83,40,97,90,97,53,33,70,40,53,93,80,47,20,73,87,87,83,67,53,57,73,80,33,87,87,93,80,20,53,93,13,100,80,93,73,80,60,43,87,87,100,80,87,40,93,87,100,53,33,70,40,53,93,80,47,20,73,80,93,87,80,40,60,73,80,47,Greek Super League
